ATTR1,ATTR2,ATTR3,ATTR4,ATTR5,ATTR6,ATTR7,ATTR8,ATTR9,ATTR10
482.53,317.19,670.36,714.69,187.27,432.45,804.57,89.65,734.72,323.36
336.07,249.72,540.33,220.83,380.07,76.61,859.86,326.06,321.1,510.32
991.93,253.73,7.03,431.61,797.42,566.33,914.23,264.12,918.17,104.84
459.68,653.73,62.6,416.79,129.25,301.1,525.01,356.42,623.74,544.35
693.02,483.25,286.58,660.85,606.54,962.38,617.14,955.71,140.27,321.22
220.07,226.45,943.02,150.39,818.27,258.37,71.33,855.28,765.84,313.24
320.7,773.87,107.85,356.87,182.74,115.22,438.56,648.01,812.31,51.19
900.81,304.54,233.82,924.88,368.72,328.92,792.3,923.51,945.87,668.68
857.98,865.66,254.57,958.24,751.73,294.66,220.55,746.0,526.92,692.96
502.09,365.67,535.24,627.01,732.11,958.44,851.65,888.65,620.56,556.31
545.67,245.82,46.46,567.56,740.72,945.28,454.31,388.34,363.14,988.54
91.94,529.59,639.63,162.44,717.72,308.4,653.13,103.12,424.61,662.99
314.18,656.27,439.44,993.58,143.35,689.36,320.9,896.47,94.98,841.4
202.6,658.24,728.27,726.25,966.49,977.62,236.96,529.7,403.88,210.64
86.57,771.06,301.21,899.06,795.43,231.56,180.08,158.35,494.25,909.21
906.98,800.7,581.74,488.66,245.23,451.69,786.28,941.99,470.92,455.61
786.13,418.47,702.75,895.47,86.8,730.09,521.02,298.72,859.83,982.39
404.3,358.37,951.55,450.94,983.71,212.04,526.11,755.79,747.03,439.66
726.63,654.14,535.65,996.05,963.54,635.09,894.17,91.62,472.75,352.14
200.25,131.39,980.13,642.38,559.98,905.5,524.09,261.48,528.58,797.63
472.89,418.51,930.55,744.18,820.86,857.79,201.08,950.15,354.08,295.22
423.09,488.93,637.52,244.19,672.9,463.09,826.63,930.0,231.4,710.37
497.85,166.01,436.22,856.41,702.68,802.05,735.95,446.97,958.51,618.21
583.12,89.1,257.74,835.32,134.12,565.57,750.35,427.4,33.45,409.75
403.42,35.58,786.06,545.25,105.81,174.59,698.4,291.7,256.12,115.74
833.53,376.71,296.81,536.4,301.75,568.54,970.57,350.13,146.59,265.49
469.47,545.19,3.18,857.64,959.61,211.2,383.89,722.83,967.55,326.25
607.63,648.96,387.21,259.94,746.62,765.57,452.56,345.92,547.48,959.96
849.07,179.49,939.96,590.0,934.73,822.94,642.72,245.23,776.52,986.42
218.41,883.46,565.47,186.22,85.36,649.04,615.79,790.63,919.68,925.36
303.61,833.65,245.42,62.82,544.03,756.36,564.5,465.03,466.5,779.24
378.42,939.13,788.04,550.87,297.67,95.67,213.53,459.61,171.28,83.07
867.0,816.98,691.31,321.51,153.16,209.42,408.07,170.25,459.75,644.54
383.3,745.41,879.76,276.52,976.1,585.42,69.34,474.05,183.78,797.27
912.59,12.19,438.4,231.84,726.16,15.0,851.83,366.62,695.51,507.15
900.76,597.85,820.02,77.79,927.33,928.52,368.9,714.62,878.86,845.32
837.64,603.12,868.81,808.39,530.25,590.09,965.45,317.61,317.68,820.55
272.87,386.79,703.46,900.21,450.92,917.16,735.83,183.05,460.76,266.35
197.15,336.39,122.02,706.8,31.63,43.62,598.3,17.52,371.89,86.13
475.18,324.18,458.17,13.45,671.44,25.05,890.29,55.73,148.49,314.9
802.05,128.02,494.72,687.12,540.76,595.43,774.38,505.07,799.96,355.61
692.27,307.98,744.62,218.06,216.06,734.52,444.66,727.22,359.93,761.54
787.98,487.44,913.21,845.69,468.84,416.87,777.41,912.3,293.38,289.0
889.26,629.18,981.88,249.32,569.87,968.32,968.25,593.42,576.07,883.48
230.69,951.69,417.46,105.39,971.57,511.38,114.02,234.98,79.46,728.01
773.55,905.66,993.13,460.74,544.98,315.15,673.52,437.02,469.39,623.67
151.56,490.62,962.43,286.9,453.72,260.14,892.23,913.73,65.94,372.16
127.93,695.52,169.18,330.5,786.27,982.44,747.78,484.87,821.7,876.85
539.08,162.66,934.55,195.34,326.26,265.14,76.82,364.6,81.11,309.54
624.3,871.04,754.62,619.88,684.5,507.93,591.33,186.38,16.02,847.13
706.37,244.68,686.42,110.11,725.68,150.81,13.16,203.18,341.51,811.53
994.46,72.24,531.9,426.19,295.09,323.62,589.72,632.79,716.5,860.93
647.4,602.24,227.1,174.18,347.21,35.12,518.56,643.55,251.9,38.9
8.82,593.91,679.73,994.72,477.11,216.85,991.52,190.5,118.68,119.98
462.25,169.57,591.11,528.14,261.98,764.03,840.41,518.89,100.38,184.73
712.68,502.4,999.08,377.99,992.45,45.56,65.04,120.97,120.09,905.01
64.58,794.24,15.05,372.92,285.11,534.73,996.97,500.74,551.13,979.7
538.75,411.99,151.28,117.84,142.84,157.12,647.6,270.83,486.2,195.26
301.31,682.29,972.6,991.08,885.1,323.36,891.18,36.45,283.07,86.09
576.58,115.7,890.12,725.91,46.69,155.35,590.02,548.83,939.17,38.08
883.54,491.17,522.19,483.18,410.52,141.44,747.93,580.86,859.91,822.65
259.67,86.96,582.91,28.22,825.89,818.88,234.49,797.17,707.73,3.56
167.25,514.37,196.43,176.9,887.13,24.78,935.53,212.2,561.16,685.1
484.55,285.43,492.77,180.84,788.29,573.65,930.54,676.06,876.7,854.26
195.14,185.04,434.2,946.32,328.08,324.21,643.16,76.89,452.51,767.66
363.56,594.65,55.93,214.19,197.45,376.17,342.14,656.25,353.7,95.52
361.75,211.63,102.47,397.51,878.41,991.25,506.2,180.39,146.89,528.85
849.17,168.98,890.64,303.74,480.4,336.08,348.85,465.9,830.34,272.69
861.35,260.65,874.41,875.29,255.24,899.34,647.72,530.19,169.72,91.72
778.11,102.41,171.9,52.79,999.55,481.63,711.16,792.48,189.46,930.68
270.52,167.32,128.48,962.86,62.75,203.91,767.79,918.97,391.41,819.65
406.38,103.86,998.25,531.54,148.94,546.35,729.05,468.76,718.83,538.94
580.4,47.7,10.31,945.39,581.35,415.25,366.95,555.94,794.87,919.65
875.44,769.4,139.24,699.62,160.97,595.92,327.84,92.14,802.3,179.65
258.36,67.01,605.89,486.0,282.64,863.4,68.04,161.4,899.04,476.16
885.74,74.66,220.63,605.97,965.43,772.98,490.94,240.33,871.41,202.31
888.97,757.36,742.3,344.06,910.41,802.46,469.38,166.15,830.62,3.91
651.46,744.48,52.55,328.02,286.13,872.36,282.56,320.97,146.03,235.07
22.94,952.42,344.51,975.06,745.8,207.29,688.93,131.53,62.93,698.64
576.33,581.61,522.13,541.23,324.52,665.1,460.14,449.34,920.46,102.67
573.03,54.12,348.16,546.52,523.93,515.86,109.75,281.74,905.87,961.74
350.57,367.93,556.94,481.66,671.61,200.54,9.64,421.49,573.14,668.07
573.94,67.61,52.58,384.21,742.26,709.82,42.53,917.96,456.2,5.37
742.7,560.98,411.28,748.22,727.38,57.96,101.5,374.0,298.36,195.13
319.4,513.5,230.58,108.33,236.87,514.13,555.94,65.25,713.47,20.82
882.04,853.34,612.87,341.99,707.84,31.41,32.84,601.36,685.86,99.73
817.06,300.01,904.98,166.6,462.0,431.45,344.58,465.16,37.71,337.65
324.39,164.79,472.77,348.94,542.5,765.41,375.67,16.69,691.09,638.65
855.66,778.68,995.98,160.52,719.77,543.63,809.02,28.57,936.58,186.28
479.71,661.55,573.09,434.18,347.05,453.2,665.88,92.3,314.41,246.15
906.84,948.38,855.18,270.39,421.89,440.54,579.82,103.43,471.41,608.12
83.7,239.87,272.99,278.88,840.88,347.43,19.65,964.24,151.68,954.52
915.71,115.15,670.37,529.95,461.39,383.15,300.39,982.69,222.09,904.53
934.9,675.74,781.86,977.62,1.96,163.59,450.07,858.06,693.06,623.46
370.73,21.46,190.58,663.14,158.83,756.02,291.47,492.16,199.6,447.2
673.44,301.69,168.33,189.84,771.96,744.65,802.26,352.03,123.17,491.2
591.81,655.18,40.24,828.9,235.45,377.67,276.71,295.11,274.0,496.95
456.39,731.04,566.82,263.03,69.0,535.41,341.73,973.58,140.65,290.82
805.6,195.19,77.22,508.6,671.93,588.01,903.51,980.71,770.57,696.52
530.81,608.26,789.25,595.81,333.66,244.38,579.57,475.23,982.47,94.83
494.5,366.62,741.04,980.18,109.67,562.71,171.33,881.8,427.88,90.04
583.24,96.32,477.14,697.77,880.03,763.31,905.72,28.8,277.46,520.4
88.2,289.41,825.44,102.87,957.0,452.39,734.73,134.76,367.94,596.38
421.1,703.68,37.54,171.46,909.18,47.6,491.16,847.39,907.38,630.15
86.17,600.22,191.4,367.73,1.62,215.49,284.27,649.41,40.77,673.24
438.19,277.27,508.74,253.48,183.14,887.48,550.08,456.52,501.35,580.78
178.86,861.19,196.73,822.21,71.05,380.42,304.73,468.57,117.79,636.61
922.96,166.57,925.55,332.72,867.49,608.15,183.38,69.01,482.42,200.43
371.14,743.47,405.73,793.74,202.07,707.33,226.66,523.7,578.92,759.16
786.46,43.43,962.02,193.76,435.89,960.51,70.81,962.0,908.64,798.12
381.73,945.21,998.91,231.27,511.02,89.21,361.25,182.37,536.19,863.05
86.01,138.15,458.31,645.06,186.14,792.03,225.71,528.4,617.14,754.2
503.64,719.52,359.13,50.36,860.56,747.52,809.17,156.69,610.36,810.57
733.33,409.35,582.54,716.13,420.31,714.63,891.78,764.21,174.52,303.61
753.69,414.3,609.22,362.92,104.2,471.98,694.89,462.35,543.72,676.6
398.7,969.93,857.97,651.62,370.46,764.97,906.36,917.48,191.18,626.12
63.21,207.54,223.8,561.9,710.14,197.4,769.56,298.35,315.7,63.65
584.77,573.64,308.25,820.7,904.34,444.04,368.01,404.51,706.14,114.67
65.81,469.24,976.45,163.23,967.93,271.91,181.42,611.22,86.86,930.12
400.17,130.36,413.81,801.83,23.54,390.1,944.4,452.26,775.47,903.46
53.37,368.32,592.53,28.15,406.44,79.1,539.64,354.68,852.11,388.44
84.73,877.74,16.72,612.18,105.02,12.61,578.49,105.91,108.97,135.18
823.59,119.37,896.97,209.62,341.83,110.99,259.96,762.15,52.27,714.71
428.42,180.96,264.85,943.37,895.82,241.81,992.62,747.39,850.17,127.17
820.54,540.71,426.04,156.6,81.39,306.71,850.36,697.34,277.51,32.58
719.8,20.88,105.19,26.24,755.14,337.87,956.13,941.81,889.39,318.79
264.71,156.17,831.31,777.16,881.54,204.26,651.57,546.87,800.44,776.93
360.42,365.37,685.42,590.64,511.6,878.35,999.02,45.9,891.63,642.87
275.77,991.34,354.54,568.51,269.14,324.04,501.87,502.95,926.02,333.38
345.57,529.8,630.05,735.42,785.49,838.54,485.48,262.38,379.24,538.55
498.25,755.96,948.53,603.44,542.42,310.32,675.0,404.57,292.7,862.27
752.47,69.5,704.86,230.6,261.69,307.58,538.22,362.95,464.81,643.05
513.56,914.62,426.31,958.04,58.68,347.67,978.56,318.72,888.28,807.56
835.44,452.85,321.07,664.69,927.92,985.82,117.09,393.92,313.38,84.55
932.35,600.98,528.77,451.15,878.99,669.85,864.72,633.36,522.72,542.86
166.09,113.92,854.06,83.5,274.1,124.48,748.93,931.3,907.77,647.68
566.76,879.1,134.37,608.66,933.89,583.95,18.31,353.61,559.13,837.96
582.08,973.39,370.69,976.75,160.75,734.88,739.22,474.39,798.53,505.49
42.78,585.64,201.32,685.8,819.72,984.85,148.67,508.23,646.03,779.89
794.1,895.7,943.46,923.51,648.17,299.45,745.55,482.09,522.26,23.87
68.64,438.76,865.95,34.58,568.23,462.14,718.18,705.6,300.18,396.26
999.94,375.56,408.2,474.05,110.24,603.65,171.16,520.48,653.48,978.84
886.31,11.49,700.64,95.7,400.07,577.27,572.01,276.22,309.74,573.71
796.44,760.96,577.84,895.28,70.64,603.09,197.3,33.05,176.68,622.38
687.92,12.99,384.52,961.31,185.46,472.89,521.04,887.23,58.95,203.45
449.97,692.25,525.15,322.65,816.88,285.94,330.78,403.34,983.79,791.81
773.14,888.62,462.97,110.77,412.09,626.01,16.67,749.24,617.27,84.11
337.92,937.0,489.0,952.59,16.21,892.67,288.01,587.44,164.12,572.24
657.73,17.76,977.7,313.56,339.64,20.47,57.12,79.87,462.12,213.24
760.81,386.29,993.15,467.99,262.15,416.39,860.63,62.06,740.89,620.25
73.0,945.36,292.43,34.27,841.28,563.38,36.13,603.96,185.11,904.61
930.15,958.27,279.86,970.99,309.71,642.02,472.52,226.01,30.65,496.26
678.38,150.4,588.67,713.5,13.62,509.66,67.88,436.4,490.28,433.71
69.55,803.9,767.1,346.34,967.01,226.23,52.73,3.63,984.7,690.19
390.25,667.42,524.35,61.89,203.1,599.45,366.82,999.46,341.92,494.76
197.58,474.59,897.47,318.94,460.45,741.99,911.15,322.08,971.26,471.47
271.8,201.82,625.56,896.02,313.91,879.53,187.02,521.69,679.96,259.12
159.65,198.03,438.25,585.72,456.28,922.24,777.71,976.76,105.83,165.66
202.34,450.69,215.12,2.08,162.5,144.9,275.98,849.61,709.42,389.68
864.55,243.63,919.35,604.88,598.62,380.28,402.36,707.62,730.95,741.93
739.55,429.46,234.57,802.05,718.91,519.81,785.94,342.2,453.8,27.62
795.16,459.42,768.44,488.73,456.86,80.12,834.01,167.07,293.02,911.46
531.52,918.56,950.44,892.87,846.85,137.74,329.13,438.83,730.08,349.03
161.74,451.82,983.71,407.24,877.11,804.89,231.22,875.79,185.54,718.14
121.0,627.46,739.82,674.31,359.97,724.39,68.06,137.06,933.39,730.74
130.35,242.06,908.52,20.5,892.6,467.7,721.56,393.24,214.45,375.79
788.73,643.68,361.73,774.46,306.89,450.94,829.17,697.09,947.79,678.62
572.83,194.35,667.33,165.64,321.49,511.76,653.11,935.8,56.11,326.96
588.91,324.59,605.85,783.86,682.5,501.78,592.42,844.02,265.35,640.26
206.02,844.49,756.68,524.3,564.69,254.07,205.7,767.71,981.8,701.78
976.59,69.14,687.07,39.04,347.22,318.07,45.46,644.58,267.85,397.65
637.32,726.09,787.81,858.64,583.42,725.79,418.4,374.22,230.58,905.47
779.28,734.29,401.38,710.21,754.49,948.25,430.57,597.38,430.65,739.16
770.09,681.79,588.34,643.64,367.3,844.16,298.65,496.17,791.73,485.95
287.51,88.36,80.05,989.73,764.62,308.18,901.33,396.36,537.23,594.85
556.65,818.22,993.23,201.96,39.61,744.23,531.5,431.18,730.36,40.1
443.8,567.71,577.93,425.13,586.74,283.54,995.32,62.45,647.4,337.15
623.11,206.36,359.98,869.04,857.05,482.4,344.69,993.72,259.28,410.66
885.17,287.82,166.02,500.38,655.89,192.03,305.49,497.44,22.33,204.15
222.11,221.87,661.58,854.55,411.4,646.06,529.77,43.02,352.79,419.13
180.14,604.68,383.8,840.29,762.71,783.74,987.75,509.53,63.14,874.42
551.61,993.09,491.68,160.24,586.23,749.8,492.11,599.54,672.92,16.54
401.84,115.08,933.04,569.06,910.45,65.12,638.62,562.81,312.41,992.42
217.41,912.18,272.01,971.93,127.1,930.43,676.9,378.85,935.74,356.08
293.93,531.21,937.1,29.46,191.17,500.09,578.49,423.24,429.25,911.8
181.33,400.32,206.46,454.54,617.16,517.46,732.63,194.0,53.86,345.35
996.57,514.26,551.25,490.15,355.04,445.62,721.1,900.45,2.58,912.7
775.84,966.79,441.41,715.59,572.62,945.98,588.45,682.64,983.3,658.93
8.31,145.5,570.18,217.31,61.16,859.7,943.62,924.17,630.31,283.37
240.06,19.24,514.6,537.56,933.32,472.83,569.95,108.15,984.12,294.56
570.31,714.62,888.57,97.37,747.15,744.51,527.7,951.4,246.63,345.53
503.89,846.71,575.0,723.98,288.54,676.43,21.8,111.93,301.25,914.9
567.87,356.48,725.47,883.25,190.14,64.35,553.56,544.48,919.18,623.83
247.18,260.12,279.34,878.68,332.05,717.31,325.07,132.43,971.42,822.62
126.01,543.94,271.52,313.56,40.03,217.02,272.29,210.45,368.45,924.01
964.69,970.34,33.95,548.12,871.93,591.53,803.94,648.75,475.04,869.7
372.7,326.44,159.57,231.13,377.73,735.0,159.54,47.92,673.33,440.3
403.11,685.22,133.19,18.78,379.15,762.08,630.37,451.95,716.28,766.14
167.37,415.4,571.38,654.53,141.73,197.04,289.77,624.45,304.22,811.04
694.0,595.37,733.2,793.97,732.95,226.14,101.19,69.56,496.96,700.35
786.64,980.63,400.14,763.26,604.07,706.48,839.52,727.7,568.02,634.47
422.96,986.9,194.0,453.86,944.72,986.31,546.6,868.78,457.93,360.36
851.36,271.99,538.97,655.16,688.1,662.1,769.9,594.68,752.0,424.41
667.31,997.01,470.48,203.05,727.33,9.61,412.21,180.48,812.01,344.81
470.37,126.1,218.09,733.93,557.88,639.79,664.68,729.37,494.07,575.38
694.44,790.02,670.33,720.36,100.75,855.39,200.77,157.02,878.9,796.91
347.12,137.08,87.95,642.79,379.73,796.76,53.49,902.2,715.99,24.87
13.48,550.53,319.12,249.92,779.63,910.39,884.68,849.71,144.45,555.28
767.8,298.03,148.92,71.25,937.88,778.56,893.31,120.27,635.51,423.72
408.22,53.34,190.68,16.31,13.58,945.08,581.17,577.97,716.4,6.87
167.48,417.38,241.12,441.75,74.08,164.29,856.55,687.48,997.79,888.53
278.83,982.28,944.34,972.34,94.92,941.98,829.77,838.13,178.24,769.36
411.01,711.02,596.75,394.05,29.64,406.42,672.54,971.42,268.85,921.53
424.04,261.9,661.34,813.09,661.15,168.02,465.11,474.2,591.04,214.4
48.56,425.29,681.63,935.31,700.77,19.22,871.28,297.37,452.11,313.63
855.87,979.6,839.93,770.74,421.13,576.5,946.85,474.06,437.31,805.47
559.09,253.83,63.77,910.46,189.84,760.56,427.47,261.61,923.6,819.44
294.51,634.49,699.62,899.58,881.59,608.04,238.8,246.87,544.81,439.85
117.92,637.12,103.08,312.05,610.61,539.59,127.52,624.64,695.01,726.6
125.43,787.91,860.88,377.28,577.34,810.59,829.92,250.14,103.01,342.64
607.13,980.98,571.32,821.03,147.08,834.07,459.1,857.16,837.25,90.41
433.07,727.54,513.41,203.94,18.52,680.05,903.71,354.41,921.39,439.23
679.94,403.55,615.2,164.98,927.88,367.73,293.77,677.12,718.73,481.2
444.56,988.73,572.67,522.67,244.93,932.39,700.1,81.27,706.01,264.18
375.33,326.05,579.53,976.76,154.86,913.39,631.9,899.95,742.85,61.49
373.95,474.77,704.62,616.49,732.91,733.93,292.86,438.41,573.34,573.49
504.07,345.39,928.2,379.8,263.99,329.58,53.58,711.24,970.27,555.68
697.43,535.34,510.16,673.8,619.65,510.13,527.58,472.39,386.21,476.74
307.9,880.61,346.75,923.73,940.72,534.3,394.78,998.42,738.28,321.85
299.37,574.39,407.8,534.12,871.08,547.95,237.62,921.08,95.92,251.09
705.05,282.24,40.71,330.98,377.8,615.86,818.3,372.57,793.58,780.08
859.59,297.54,729.99,433.36,371.21,353.23,427.16,526.84,432.65,563.01
177.53,479.98,947.77,820.66,785.69,951.63,979.85,101.77,709.07,795.73
618.48,175.33,999.31,376.17,40.63,437.04,923.35,288.5,417.0,884.3
950.49,247.06,55.78,467.31,80.47,960.99,203.22,838.48,822.14,462.93
800.17,590.01,20.04,75.07,847.59,101.64,922.24,656.41,840.82,431.18
998.69,843.83,842.51,957.36,281.81,947.99,206.88,373.71,619.4,891.48
998.63,140.66,295.31,410.85,678.27,130.94,170.93,791.94,730.3,171.71
705.54,36.02,37.15,916.74,673.1,804.99,815.74,834.26,795.65,382.92
318.05,263.36,569.1,287.17,84.67,303.19,242.99,109.89,379.24,185.3
269.33,844.56,388.88,390.16,321.92,123.18,128.73,885.19,808.59,403.29
991.53,519.58,198.41,852.07,442.5,203.11,858.02,994.05,874.58,832.5
229.71,71.98,164.48,369.93,376.14,163.12,933.67,197.7,832.4,266.53
750.02,119.43,505.09,393.12,804.58,128.16,716.73,94.61,252.65,777.83
565.21,436.95,714.52,72.29,785.91,747.66,241.43,811.66,167.96,152.62
820.48,527.19,415.35,639.06,411.28,620.81,402.59,968.12,181.73,806.57
485.94,218.72,382.54,120.17,508.37,616.58,274.99,945.97,539.09,133.07
89.01,712.18,798.0,389.61,93.97,708.59,602.1,649.03,113.29,235.91
576.09,544.63,3.4,444.76,298.46,832.58,357.67,451.84,181.01,56.2
835.5,900.76,118.97,746.38,793.32,762.36,789.52,117.45,26.95,164.09
308.79,716.0,182.12,439.2,775.98,939.74,458.21,971.1,416.47,553.56
738.47,462.06,591.65,408.09,957.21,418.43,979.3,654.4,184.31,951.49
26.61,819.15,152.78,138.8,366.52,363.7,489.21,798.21,410.6,364.49
937.26,169.28,903.13,174.55,436.73,727.58,89.91,589.83,399.09,924.55
702.27,284.33,236.72,420.33,546.58,501.48,569.25,582.88,987.62,638.24
953.44,385.77,494.34,540.76,324.04,992.58,694.78,261.92,83.5,207.53
715.65,418.71,871.16,690.03,144.73,169.52,422.71,408.42,988.4,80.99
580.92,573.66,266.4,645.27,715.79,249.05,563.62,113.55,484.76,666.95
206.78,691.67,123.63,661.91,475.18,364.89,988.7,446.03,107.33,175.41
906.96,64.66,742.28,77.76,467.38,938.79,305.74,548.27,757.89,124.72
486.26,756.47,134.43,812.45,256.16,259.49,91.24,832.56,558.32,137.95
106.2,820.4,873.91,806.52,226.63,642.13,429.51,411.67,265.97,993.75
924.07,477.24,870.18,551.58,738.28,393.26,529.6,245.66,242.82,571.84
471.74,30.77,190.09,481.26,665.43,293.49,740.17,57.63,310.07,541.91
883.63,311.17,58.15,450.07,35.43,412.19,290.29,71.38,491.42,770.26
273.14,322.92,688.17,385.3,600.99,206.1,961.64,476.68,269.21,871.7
805.86,9.3,345.61,700.81,949.03,181.77,250.68,703.38,592.06,267.92
863.9,301.41,689.92,446.83,257.77,297.5,538.0,82.69,977.65,304.42
810.92,189.59,868.29,636.0,545.24,945.79,334.42,51.64,737.89,264.37
748.99,771.33,761.9,176.12,508.34,471.76,403.39,733.25,877.64,792.27
571.75,761.96,317.58,157.29,268.59,395.73,275.79,126.2,436.12,890.76
290.2,913.84,476.63,970.44,794.91,653.7,238.48,20.6,119.53,478.45
669.21,252.36,724.51,72.51,531.97,274.85,668.73,296.48,707.88,602.8
489.88,923.0,398.04,880.96,738.36,165.07,755.24,962.84,366.77,357.02
972.91,968.11,465.91,753.19,511.97,353.05,464.98,129.62,390.82,804.97
15.44,244.14,617.26,695.09,521.09,596.22,501.86,767.53,36.78,588.12
369.41,730.97,32.19,107.72,629.63,133.71,45.34,563.82,613.3,750.05
587.1,723.43,676.27,233.89,814.97,723.9,163.01,612.26,51.72,384.85
164.01,146.67,101.01,795.57,149.55,986.7,855.07,570.99,612.12,655.52
855.8,831.05,458.4,30.87,775.62,359.21,144.11,588.91,941.24,669.72
561.82,4.19,76.29,695.39,513.03,624.83,422.67,756.53,843.99,131.45
120.1,644.14,215.57,153.74,173.13,531.7,782.21,787.2,915.4,230.19
659.02,768.26,594.45,341.26,336.35,810.91,521.41,371.77,30.5,744.77
376.21,656.79,252.15,782.05,478.55,854.15,91.97,666.16,696.61,634.67
437.55,374.41,637.04,795.04,403.87,243.87,85.62,94.08,193.83,337.27
902.18,843.57,438.75,714.42,388.19,839.68,498.97,981.8,591.3,247.11
748.92,451.58,549.36,700.02,111.96,413.64,321.54,33.49,372.98,859.13
420.89,773.7,85.71,447.48,623.7,82.64,958.68,633.27,972.27,747.43
885.12,695.05,366.1,570.54,797.87,884.7,163.88,369.26,583.55,83.03
574.67,441.05,534.21,697.07,361.53,415.68,239.64,161.78,466.65,495.77
160.81,674.61,866.07,900.6,940.22,178.26,629.03,444.27,846.18,618.93
167.87,811.77,159.79,770.43,208.72,690.96,926.72,857.82,358.41,705.98
715.27,267.2,831.79,983.47,6.98,94.58,100.92,748.83,800.64,819.42
629.18,287.91,969.65,466.24,874.4,851.9,116.23,560.07,193.44,408.51
807.75,449.66,192.75,666.26,962.23,725.24,833.18,780.78,513.84,985.04
74.08,175.72,814.93,804.59,204.13,188.11,86.88,164.64,890.37,834.85
77.19,886.95,824.37,878.51,672.16,55.81,644.76,464.02,430.98,512.52
592.1,468.84,940.64,275.62,172.64,51.55,901.05,46.53,35.89,499.85
328.28,962.55,46.7,594.2,488.9,383.16,559.62,222.08,554.15,578.07
281.64,487.77,269.77,652.3,477.83,802.43,696.55,707.79,583.34,499.04
932.26,996.14,897.87,481.66,334.01,431.03,442.34,608.96,654.4,176.22
486.38,754.52,841.77,588.74,207.06,201.75,848.0,779.39,437.77,283.06
855.78,935.09,398.72,302.65,246.43,616.51,770.01,452.26,272.42,866.85
180.76,36.64,784.34,84.73,592.31,275.44,594.01,923.5,907.27,165.53
297.81,915.42,914.98,958.97,561.24,760.17,952.62,301.87,32.4,854.44
517.73,132.62,476.4,38.26,143.5,749.32,845.6,341.42,964.48,879.26
834.12,488.38,687.21,573.24,682.39,59.42,221.34,815.59,598.28,799.13
271.96,805.2,945.04,388.38,386.82,233.17,482.26,459.54,357.62,672.16
525.26,621.28,98.2,868.21,156.31,174.76,772.3,43.29,474.81,18.46
924.76,566.34,916.43,335.34,174.04,677.58,230.07,549.15,845.0,708.34
688.28,724.71,942.64,280.46,98.64,93.97,666.24,857.49,469.61,881.43
902.34,439.07,296.59,140.27,745.57,332.67,705.33,26.84,407.61,332.32
96.86,361.08,87.08,99.85,1.51,541.0,851.95,734.92,270.99,705.03
998.29,129.1,380.25,979.01,635.49,663.92,806.19,774.17,692.97,678.2
453.23,278.31,140.54,1.13,559.87,145.55,592.86,241.27,576.78,419.42
219.47,703.57,46.65,85.81,226.3,608.01,372.24,240.12,100.1,989.71
582.78,950.08,212.71,310.87,472.71,605.71,201.63,132.58,104.2,908.29
2.04,811.02,986.31,790.22,358.46,734.59,576.59,844.84,35.69,987.21
722.63,977.49,628.68,396.99,682.99,794.36,930.56,706.41,237.93,849.78
791.99,330.55,274.35,650.13,708.61,572.32,915.98,954.17,386.86,507.38
166.41,528.29,930.31,657.86,156.63,113.08,737.31,644.37,912.85,751.9
313.82,984.08,20.68,806.1,541.94,814.37,80.55,283.86,744.84,312.55
903.27,328.14,657.94,282.67,748.26,627.55,540.74,31.39,995.71,772.25
19.41,212.1,486.03,48.34,168.09,986.31,426.68,434.43,269.53,247.92
717.83,599.42,344.35,352.72,960.27,531.07,854.3,829.57,610.13,746.32
521.88,996.71,881.51,961.97,147.14,413.94,325.8,833.05,557.64,412.01
981.57,85.66,281.99,914.07,120.13,748.68,337.78,691.56,820.16,787.89
475.15,148.1,810.12,302.36,364.95,55.53,629.15,543.35,942.0,11.13
336.61,866.22,290.8,833.03,959.2,19.67,121.4,797.86,930.02,470.91
843.51,485.22,725.36,292.99,147.67,540.31,401.21,183.26,790.75,779.49
424.23,955.35,604.4,206.2,603.55,819.29,686.1,201.99,899.42,460.21
389.06,841.02,155.91,815.66,834.63,41.07,99.1,99.43,398.62,786.2
636.84,49.14,550.15,874.6,972.07,826.31,668.86,924.52,613.69,806.8
388.07,765.8,465.57,261.49,841.54,686.69,448.59,917.21,864.37,164.5
221.55,751.21,409.41,643.65,919.17,224.18,919.59,455.98,860.47,537.25
621.9,567.25,135.88,293.02,477.79,894.58,231.27,816.93,334.46,355.17
413.83,637.94,147.64,573.81,355.76,515.5,911.48,612.64,556.32,200.24
648.84,846.36,550.58,678.6,535.43,43.35,527.32,359.01,140.59,861.13
526.76,441.7,226.13,469.81,848.2,114.83,561.49,552.24,362.7,943.65
406.54,337.19,740.82,352.13,836.14,325.73,166.93,974.94,125.78,676.76
424.98,619.19,215.96,281.0,690.15,958.88,287.01,378.27,623.54,480.7
218.36,972.45,749.22,881.96,260.18,360.6,318.16,2.34,385.04,266.27
840.49,494.38,331.99,198.46,841.82,57.08,60.26,769.67,579.55,780.96
918.0,403.46,917.55,402.67,939.05,54.23,719.62,754.62,456.0,478.93
736.58,702.14,793.83,444.92,805.4,146.4,364.73,812.19,670.32,471.89
684.48,554.29,219.3,244.41,316.42,743.88,781.39,40.47,695.43,782.8
832.16,64.58,965.32,699.62,821.84,16.28,50.77,294.67,721.4,542.61
862.82,134.29,466.65,552.0,8.75,976.25,966.97,885.83,831.48,244.33
