ATTR1,ATTR2,ATTR3,ATTR4,ATTR5,ATTR6,ATTR7,ATTR8,ATTR9,ATTR10,ATTR11,ATTR12,ATTR13,ATTR14,ATTR15,ATTR16,ATTR17,ATTR18,ATTR19,ATTR20,ATTR21,ATTR22,ATTR23,ATTR24,ATTR25,ATTR26,ATTR27,ATTR28,ATTR29,ATTR30,ATTR31,ATTR32,ATTR33,ATTR34,ATTR35,ATTR36,ATTR37,ATTR38,ATTR39,ATTR40,ATTR41,ATTR42,ATTR43,ATTR44,ATTR45,ATTR46,ATTR47,ATTR48,ATTR49,ATTR50
960.7,69.39,687.96,699.69,867.3,203.76,724.76,673.07,983.44,59.06,784.27,738.9,822.12,185.6,622.48,610.51,796.37,417.95,81.19,706.52,811.36,910.15,502.82,337.39,455.8,558.83,147.28,47.55,516.05,128.48,553.51,850.55,726.79,399.23,373.01,190.74,599.86,420.25,530.65,202.01,821.01,256.58,563.13,192.47,914.05,148.77,211.68,823.43,29.54,302.77
40.51,59.01,175.7,93.55,552.78,597.74,243.35,849.19,33.08,981.61,447.96,741.43,47.23,203.69,426.61,509.19,225.45,774.77,518.06,974.88,201.21,994.97,165.38,883.05,16.06,272.65,811.76,597.88,577.74,840.0,805.47,494.31,384.0,202.39,54.39,120.94,122.95,999.08,164.22,10.34,698.45,920.43,474.16,66.86,189.87,400.66,822.56,317.35,862.22,248.49
621.29,1.34,453.59,512.91,742.85,923.19,800.13,629.65,168.07,897.93,603.97,382.91,115.36,76.93,359.78,911.13,984.89,301.42,439.85,287.44,429.1,109.78,995.04,755.54,177.39,257.97,684.24,395.49,734.61,738.22,547.21,574.01,337.47,453.08,763.91,489.44,586.06,568.86,29.72,313.74,170.02,446.91,634.84,780.63,673.38,43.06,582.27,67.76,815.05,619.94
363.77,803.84,185.18,384.04,316.13,353.88,27.13,420.68,721.93,573.27,871.36,77.8,921.93,522.9,267.88,132.36,884.52,130.75,859.99,531.57,539.6,482.32,90.38,217.15,323.44,909.4,228.01,834.03,545.82,605.27,534.98,117.9,978.06,886.02,453.54,990.39,916.4,371.76,146.43,976.78,155.09,576.86,57.29,609.02,887.81,446.58,314.53,865.25,329.9,946.89
715.26,540.57,307.76,341.56,233.08,702.37,23.21,845.14,147.44,638.62,435.51,678.33,232.27,527.17,385.73,660.2,558.23,196.38,543.33,224.23,551.94,222.29,135.1,102.88,644.54,838.54,199.85,927.36,877.57,103.31,274.86,318.77,105.25,336.06,401.45,666.03,157.57,608.96,273.54,999.82,939.78,496.96,873.68,762.95,610.27,795.44,421.28,369.83,864.41,334.99
214.35,644.92,214.51,743.43,552.89,362.45,261.6,777.73,265.87,576.53,921.05,114.45,391.37,810.73,294.76,5.7,906.19,55.81,447.82,470.27,257.35,571.56,522.45,508.06,661.45,292.03,890.7,846.58,906.56,272.0,668.51,952.73,59.23,489.82,585.72,413.96,792.32,687.7,175.21,551.18,958.56,808.48,165.74,346.99,3.2,440.86,888.48,342.25,348.03,598.26
511.75,430.87,77.2,204.21,991.4,690.31,791.17,490.94,245.86,801.97,124.42,726.39,480.1,339.49,187.97,482.58,51.13,987.28,156.25,439.16,279.29,352.57,364.11,799.05,457.51,48.84,670.19,432.88,432.58,18.72,167.45,967.68,265.37,712.07,737.69,820.52,236.49,171.23,781.58,543.08,308.04,255.4,357.31,776.55,910.67,717.29,706.35,887.62,321.99,645.58
103.0,588.73,179.02,88.43,140.29,377.43,863.15,674.78,157.15,808.12,270.79,375.0,32.95,394.89,650.62,203.38,74.84,878.9,774.67,117.54,511.63,653.09,461.1,166.2,430.15,699.12,298.33,877.92,762.26,280.55,353.03,277.59,314.77,228.08,365.39,677.73,389.34,44.89,313.53,780.72,577.38,929.84,482.68,721.33,2.62,133.55,915.67,992.93,783.79,872.86
146.92,551.68,665.59,188.08,466.79,668.71,184.5,794.82,567.08,395.74,263.46,976.67,256.12,398.76,738.33,808.48,808.97,654.56,80.2,738.79,317.43,942.23,399.41,938.55,120.89,983.78,551.34,255.02,783.89,855.83,220.45,179.12,903.88,256.44,959.09,640.63,24.84,762.39,883.4,689.25,802.62,217.86,557.25,772.53,987.79,846.81,653.8,69.25,971.57,711.57
772.94,526.31,343.57,510.01,883.67,71.56,292.31,653.62,201.81,825.04,862.14,109.79,580.47,93.63,647.78,370.35,130.46,909.76,126.32,66.82,929.24,264.65,862.14,37.26,339.24,935.58,974.85,640.98,564.51,331.23,273.48,918.88,637.69,912.24,369.96,244.26,501.7,394.91,860.81,926.08,337.22,21.78,224.27,19.98,424.83,262.65,146.35,21.47,591.99,106.19
503.44,373.47,961.75,334.34,565.99,53.36,56.04,875.67,209.24,338.54,695.01,302.13,823.76,36.35,434.19,850.45,195.01,803.86,750.01,534.45,772.49,988.18,719.81,652.06,788.13,898.91,842.18,593.13,511.72,598.48,675.18,768.8,660.8,184.92,684.04,165.78,130.27,1.72,821.47,794.45,640.92,245.72,118.65,277.52,48.42,969.56,937.9,640.74,279.15,197.59
272.79,697.53,492.76,389.42,461.61,886.03,546.63,250.58,261.8,92.79,258.13,76.06,735.23,801.59,28.01,129.35,41.08,264.73,837.36,759.2,357.36,321.97,994.58,933.6,284.04,916.7,846.1,143.68,13.11,558.04,215.38,698.26,376.67,567.44,42.44,552.48,907.19,942.42,663.89,579.72,811.89,357.65,756.64,898.94,820.91,652.31,146.52,182.73,75.96,216.85
611.21,815.2,639.41,445.56,745.56,151.94,687.87,908.0,898.57,930.6,450.29,944.87,711.08,940.78,347.0,977.88,691.01,683.23,509.54,36.81,381.5,921.58,768.24,181.58,639.78,749.85,901.68,938.42,972.83,67.55,450.93,396.72,860.61,658.05,672.04,273.58,682.79,733.51,29.66,486.99,158.07,518.98,627.43,17.14,229.79,694.92,670.02,984.47,118.36,571.34
401.5,829.28,959.83,669.04,779.92,284.57,35.21,112.45,256.22,921.3,945.65,626.08,301.3,776.22,676.75,512.23,672.12,286.75,302.75,782.04,916.77,520.68,486.88,584.39,300.35,235.08,201.22,968.61,302.33,148.17,668.11,934.19,691.09,639.97,182.5,779.82,718.39,881.13,697.47,141.35,215.7,987.83,685.43,497.28,289.01,152.44,229.92,682.25,602.8,634.51
204.06,459.42,268.98,274.37,910.9,829.35,970.91,856.44,994.97,392.97,714.98,940.8,832.92,275.37,214.03,147.84,233.84,336.03,943.1,94.77,548.53,325.12,279.34,494.78,409.79,260.64,740.91,556.74,957.03,951.47,415.52,980.0,21.04,512.89,800.34,508.29,637.34,557.93,146.35,429.91,774.39,515.32,864.2,352.57,654.17,335.23,522.51,906.78,556.06,707.57
985.36,274.51,380.43,163.67,595.8,846.19,793.15,897.68,115.51,786.83,402.95,164.98,583.04,980.83,243.06,763.66,624.16,632.04,822.22,136.88,463.09,817.38,208.15,957.35,634.31,591.98,221.04,440.26,1.81,844.42,178.0,163.12,140.09,416.51,644.16,819.17,155.83,783.23,937.26,710.73,560.12,64.51,224.81,877.81,251.41,727.63,265.38,38.95,43.52,416.67
298.84,482.87,251.78,662.55,582.09,877.07,93.6,470.87,580.33,31.15,777.41,445.08,2.61,169.1,947.28,695.36,440.56,522.8,28.38,887.95,267.78,825.4,189.46,967.1,495.77,150.67,571.8,968.54,648.12,360.03,963.65,170.59,367.81,100.86,4.81,933.22,141.61,376.83,71.2,158.48,388.75,701.22,182.65,731.27,893.22,338.53,432.78,665.2,774.34,301.51
102.62,855.57,276.92,238.86,85.83,756.63,841.44,926.09,726.6,144.53,328.74,164.58,73.03,138.26,709.04,14.94,255.66,160.1,718.25,221.55,682.0,277.41,473.99,838.01,974.57,289.91,207.82,372.49,594.08,446.58,339.74,314.46,224.99,820.82,507.7,654.81,285.59,460.81,156.51,274.59,889.05,519.89,106.63,736.22,405.03,545.92,46.24,264.13,785.5,113.14
185.08,605.31,432.62,278.76,739.56,148.7,12.07,204.9,371.85,554.08,320.39,560.75,873.5,669.14,446.76,145.91,233.81,259.1,109.31,715.29,43.67,313.56,867.53,738.19,585.15,982.24,156.22,20.18,51.08,652.75,76.3,379.77,848.39,947.13,779.71,583.48,901.66,531.46,853.29,266.97,591.9,765.03,969.06,77.67,22.57,761.89,619.33,102.44,736.0,429.42
777.51,322.8,203.52,27.44,466.45,211.74,984.78,475.61,195.11,587.69,447.16,949.99,717.73,241.03,2.52,536.18,344.86,601.05,535.89,135.51,58.99,999.26,899.09,701.66,983.08,961.75,318.11,432.39,151.26,416.5,242.67,540.51,564.18,393.95,22.41,325.32,805.13,862.36,290.64,56.12,336.29,41.36,519.86,149.29,358.05,341.53,720.33,468.61,973.62,758.37
358.75,7.46,158.16,94.08,822.52,884.74,889.21,461.02,157.48,287.11,546.4,946.38,552.89,609.31,317.49,656.83,632.93,238.43,540.53,194.41,82.13,821.26,411.73,272.77,915.48,512.21,233.69,971.1,554.72,735.78,651.59,74.92,540.61,143.84,752.49,967.16,817.45,981.62,18.5,455.27,836.65,144.18,877.82,218.26,488.75,707.39,114.19,818.48,784.37,452.23
376.38,919.58,59.6,770.39,268.27,680.38,485.44,455.6,395.23,74.07,685.52,340.34,922.2,129.56,143.17,95.76,306.41,280.13,376.0,366.09,350.53,236.96,84.24,982.94,793.98,194.74,180.22,387.94,657.84,312.56,898.07,953.34,191.67,711.02,23.97,576.57,585.31,521.44,311.04,947.95,834.44,743.29,466.29,150.94,621.02,318.79,2.04,180.17,381.25,191.33
352.58,127.11,362.58,254.83,768.01,431.21,917.75,373.27,660.17,859.31,832.45,942.28,41.14,904.53,943.82,516.48,654.98,399.63,940.88,524.5,550.1,714.3,383.2,261.24,11.03,281.33,526.54,122.31,671.76,285.24,139.18,717.62,536.34,122.93,279.18,502.11,641.19,746.14,804.8,599.74,760.17,306.4,158.73,893.28,271.02,374.26,669.81,982.49,65.31,42.77
184.03,969.58,370.07,726.44,84.09,248.12,141.69,97.2,529.8,866.49,401.62,319.79,108.54,827.32,175.17,639.24,585.84,855.84,457.53,87.76,522.22,310.9,903.71,601.2,944.77,221.01,496.37,874.16,267.07,493.84,519.24,980.95,283.43,695.41,397.89,557.13,915.22,846.38,498.82,0.86,814.2,991.62,275.28,849.73,339.44,993.45,589.51,258.43,397.12,852.03
381.18,847.71,600.17,932.71,736.37,827.18,386.77,577.66,323.89,300.46,771.64,142.19,926.05,512.41,119.34,331.86,529.73,919.05,432.31,963.92,460.06,357.44,429.86,412.24,377.69,146.31,865.84,636.66,457.81,983.07,572.6,291.0,223.56,904.72,435.61,793.96,263.08,233.48,894.04,980.79,495.62,207.58,992.91,729.63,158.11,154.6,60.09,534.72,123.4,505.43
670.86,487.33,371.38,687.98,996.73,286.31,182.75,282.34,791.37,261.3,788.97,751.97,184.47,716.76,599.15,711.66,476.94,233.62,195.22,464.04,84.95,748.35,757.62,141.94,567.87,331.15,930.37,860.52,316.18,874.72,495.18,601.45,982.83,390.21,490.34,669.86,990.88,736.55,899.6,389.12,950.32,8.45,598.65,408.86,421.0,480.5,545.39,930.52,397.62,783.97
166.34,142.47,119.57,232.79,338.75,213.51,22.38,935.12,488.14,10.74,733.64,359.4,363.59,986.77,497.98,806.98,318.28,458.27,744.54,272.56,245.8,170.2,750.04,938.36,420.44,802.41,244.79,862.08,899.65,114.36,122.6,872.37,21.15,150.19,379.54,322.68,925.14,282.97,895.55,934.91,572.02,86.12,117.89,429.51,389.67,974.73,598.82,607.1,136.66,244.56
520.74,325.44,765.68,370.61,768.79,740.02,826.53,534.06,635.68,147.63,174.8,198.37,575.18,437.63,49.05,490.96,896.92,885.29,144.0,727.12,297.03,394.1,632.55,547.41,346.42,963.9,332.84,626.1,452.17,474.06,156.37,607.39,200.49,62.19,204.28,553.01,637.02,971.61,758.63,644.93,556.75,181.06,96.89,442.39,777.01,334.4,447.76,908.14,725.51,517.32
904.89,747.21,996.83,567.3,951.21,515.26,46.7,382.26,192.55,842.92,812.39,563.98,586.23,927.0,858.59,568.31,78.82,107.83,484.61,425.93,906.34,739.1,31.13,334.21,116.37,902.46,335.22,702.92,340.03,344.25,177.99,165.74,189.47,276.89,957.32,347.55,795.79,250.42,199.49,273.39,336.01,5.65,194.52,395.46,820.63,986.66,22.77,38.25,184.44,659.41
25.07,904.47,389.93,685.81,670.81,397.84,429.71,655.2,453.54,365.8,925.74,610.55,94.65,315.61,939.52,467.92,344.4,142.67,472.05,942.11,710.66,346.66,708.94,564.28,127.84,136.26,225.21,199.81,330.02,719.11,422.78,533.08,631.89,986.46,457.64,424.78,479.2,136.05,325.21,487.68,708.7,917.29,208.84,939.33,572.73,35.55,563.07,50.1,483.18,613.15
216.14,730.73,846.2,310.76,672.52,159.97,963.28,457.5,119.82,907.99,692.2,663.4,399.05,495.55,434.32,754.9,483.79,240.94,205.16,580.87,366.81,294.18,420.54,153.14,545.76,702.98,89.86,322.52,972.12,584.55,461.33,740.44,148.02,795.15,781.79,742.94,442.33,455.31,322.49,673.51,608.82,195.98,20.88,453.09,501.39,57.5,356.98,356.61,844.31,651.27
730.6,887.61,917.8,325.52,479.12,788.97,611.1,731.47,984.67,357.05,439.75,569.09,205.91,718.41,443.57,895.41,162.58,135.82,463.1,813.25,568.51,623.56,378.97,290.61,18.99,754.03,50.61,948.05,559.32,427.4,780.03,593.84,275.58,164.93,140.0,616.51,388.62,473.54,520.57,526.15,422.65,687.08,125.06,398.39,486.95,87.56,717.4,721.12,907.31,392.12
273.13,684.07,119.72,394.61,251.19,988.71,53.3,352.24,547.17,724.3,332.46,533.45,815.5,12.62,152.99,737.98,810.98,409.71,391.15,825.41,785.18,17.85,895.36,561.91,365.22,785.88,840.95,288.98,939.48,616.39,805.11,626.35,477.85,390.14,685.91,626.6,347.44,52.52,481.19,152.88,715.97,467.14,666.75,700.21,272.2,60.52,728.64,379.45,887.83,284.46
849.75,544.63,722.34,176.07,414.09,805.66,490.01,64.63,179.96,75.34,918.96,502.85,314.36,420.71,25.98,748.39,937.51,955.34,40.95,75.31,732.5,341.58,0.75,205.16,560.85,154.87,60.2,861.75,536.69,883.93,755.63,165.08,706.04,842.99,931.36,680.94,575.42,540.14,152.67,715.01,152.51,564.88,10.01,580.83,458.27,691.55,806.77,299.2,103.75,381.9
871.91,797.71,577.69,886.39,998.68,345.96,252.42,272.6,359.86,691.54,115.93,11.45,988.85,361.38,848.42,106.06,888.18,866.65,128.04,207.91,396.13,58.99,21.85,973.44,237.4,331.13,987.3,198.08,769.47,394.72,8.63,404.99,403.39,5.72,768.71,124.26,810.74,867.48,446.33,846.92,79.96,853.83,69.96,245.03,154.53,209.94,168.57,769.51,991.4,215.65
745.78,204.43,906.88,493.26,903.34,747.54,64.99,492.3,117.76,282.75,170.17,59.63,546.33,48.96,154.91,741.26,901.88,953.15,834.17,844.23,330.32,607.66,961.64,875.98,553.21,988.93,444.04,907.46,934.47,493.2,380.27,203.88,301.73,772.71,922.85,61.93,199.62,631.05,753.38,864.48,544.76,109.38,942.68,879.95,982.3,495.18,893.02,730.47,602.4,326.07
650.36,775.21,218.05,722.54,142.15,632.13,918.44,538.17,688.33,437.2,865.67,655.31,842.81,115.88,741.3,304.66,972.69,951.77,677.65,938.65,936.75,588.53,242.03,864.97,697.81,283.23,124.18,539.68,470.2,414.91,269.26,817.43,9.29,547.96,366.46,616.3,943.21,19.39,827.28,362.27,379.93,722.36,467.92,582.31,306.37,970.28,299.91,139.86,755.5,105.71
450.53,475.62,816.15,451.34,242.16,681.76,868.0,113.52,656.81,970.11,355.04,248.19,146.9,274.81,174.46,601.9,616.89,972.78,248.96,771.7,305.46,449.87,816.51,885.94,883.11,845.62,280.61,652.35,351.27,58.51,482.24,985.84,213.96,658.49,926.04,936.17,830.57,909.7,202.64,828.19,556.79,793.51,728.24,805.51,875.68,827.88,309.25,88.21,145.4,799.31
351.52,983.35,9.39,825.37,720.17,498.36,607.54,13.19,647.66,821.93,206.01,885.32,918.54,145.95,619.68,307.3,964.75,279.58,973.46,943.43,707.66,4.6,550.74,622.51,866.73,17.85,87.39,405.46,640.0,292.75,86.75,505.59,443.39,137.42,621.53,302.17,327.46,755.93,23.0,828.1,345.69,556.7,916.6,169.3,263.96,528.56,225.54,645.93,785.9,17.16
357.73,673.22,879.14,631.07,845.22,243.85,572.65,648.97,714.97,285.23,908.34,633.72,996.37,370.24,534.58,945.48,2.98,891.8,844.83,492.47,556.14,45.1,516.7,188.86,173.01,636.97,209.91,438.35,89.57,856.0,903.77,927.45,519.78,347.36,752.67,270.0,812.69,976.91,666.83,310.69,399.59,698.07,866.03,337.96,220.73,345.95,962.97,754.97,792.94,654.47
758.07,520.91,695.87,302.49,433.18,227.12,487.05,27.08,737.32,903.09,900.02,268.91,846.92,737.41,574.13,756.33,302.51,35.03,425.99,395.12,111.51,116.28,903.75,196.82,204.63,794.01,291.24,480.36,516.89,749.07,12.19,501.87,283.41,984.24,826.13,274.72,789.41,775.98,248.86,127.54,787.34,99.9,873.72,762.91,824.21,971.04,592.83,688.89,518.55,677.54
323.46,289.36,66.22,259.83,346.94,895.38,523.56,315.19,834.06,763.7,996.59,735.52,720.43,713.75,771.88,572.61,501.31,242.05,974.48,445.81,390.6,379.55,341.36,587.38,92.27,172.88,534.93,907.06,770.15,995.75,800.31,427.75,75.52,163.13,345.94,574.18,61.3,917.8,686.35,278.58,966.53,520.2,291.72,923.7,525.31,388.49,233.35,966.25,459.84,956.41
664.28,342.11,156.16,361.1,947.84,917.95,604.17,785.72,401.0,998.54,209.39,199.88,784.55,159.59,303.64,409.38,783.71,782.4,460.82,49.95,816.63,957.42,198.86,533.63,413.08,343.54,760.3,637.04,442.27,145.78,751.77,898.93,693.22,763.27,892.04,712.37,817.27,562.34,132.83,865.13,523.54,296.64,206.33,997.58,870.26,245.18,163.73,161.91,751.32,200.43
526.45,879.62,700.12,114.12,423.95,483.81,724.42,761.1,14.51,154.08,711.8,712.46,200.06,899.84,80.03,303.55,430.64,909.44,330.95,939.77,163.56,23.92,518.5,140.11,654.88,407.78,210.56,990.39,319.48,975.97,537.75,489.22,106.96,397.05,156.64,17.01,422.14,749.44,791.42,832.38,164.01,895.86,247.46,948.46,287.51,411.99,88.07,324.25,553.45,458.02
866.18,698.11,844.65,733.54,120.73,32.98,372.85,250.15,180.4,41.32,303.02,568.5,409.29,423.57,180.9,906.81,528.9,480.15,64.4,246.2,296.07,193.6,529.05,330.27,260.7,613.64,464.13,921.63,432.09,802.58,860.98,810.67,186.52,968.64,161.39,282.88,191.85,359.89,718.28,168.99,138.71,611.26,238.5,468.42,107.22,121.4,278.54,184.74,280.67,147.73
626.22,852.23,54.25,939.71,793.59,277.56,260.32,979.38,656.65,308.22,825.2,804.68,191.01,633.55,424.04,612.49,479.24,462.37,649.94,553.08,924.92,345.63,566.03,109.7,205.51,892.33,987.9,487.44,683.04,308.44,294.4,613.28,762.02,943.28,987.99,295.32,405.09,353.09,658.06,442.42,503.0,96.42,887.55,270.07,826.21,201.34,683.75,577.64,263.96,743.09
83.25,59.17,529.01,430.01,102.19,882.63,765.49,694.96,546.32,841.59,104.13,830.24,697.45,715.76,191.9,352.52,916.63,722.34,711.83,759.75,396.61,878.19,379.59,706.21,209.37,703.88,62.01,709.18,93.84,912.74,925.19,278.96,681.29,59.71,437.89,111.93,551.86,265.45,103.78,803.84,838.58,677.44,622.43,412.05,376.81,124.15,995.55,361.82,384.71,594.26
287.7,168.36,264.18,104.0,353.36,614.17,794.67,994.73,688.07,590.12,246.89,586.0,243.7,28.32,944.09,186.9,361.47,661.84,868.34,830.2,317.22,545.35,963.08,306.94,245.18,889.81,611.34,611.52,599.75,802.45,431.8,359.57,224.02,483.63,243.81,515.9,564.3,542.32,292.12,648.18,631.39,234.61,826.4,262.37,747.89,575.38,171.39,292.26,231.29,274.93
22.59,652.69,504.9,557.86,676.56,735.62,893.13,731.44,723.11,390.82,477.13,82.07,314.9,446.4,893.57,204.47,498.34,335.76,201.77,221.23,487.42,186.96,139.72,211.41,630.61,976.06,567.37,448.59,642.17,60.67,552.97,277.38,172.41,550.73,249.64,665.28,624.84,54.31,676.64,78.66,350.99,726.88,20.21,642.9,622.72,952.86,777.3,997.32,698.78,704.15
788.83,834.5,538.15,157.88,161.22,793.79,316.45,688.85,262.59,405.27,584.82,892.19,247.13,973.61,209.17,787.17,48.95,251.69,606.17,986.52,213.71,858.25,922.17,309.17,321.81,663.6,657.61,347.19,198.8,828.99,233.62,718.01,165.7,29.92,804.93,155.1,618.71,651.83,276.92,937.7,380.57,923.69,203.59,968.64,859.77,576.66,909.69,260.49,405.91,899.12
194.32,191.36,123.5,196.36,447.4,962.73,541.6,568.13,632.36,834.35,355.23,374.27,274.11,719.37,342.13,623.57,34.97,916.09,745.28,311.58,717.89,491.36,864.54,703.37,345.2,737.31,313.0,130.48,577.17,958.25,110.17,94.98,375.29,793.4,216.72,144.04,87.08,970.85,259.42,995.79,74.61,729.24,275.73,0.24,66.68,609.07,223.64,240.06,507.58,60.83
78.61,370.9,583.81,788.96,853.28,36.4,382.42,250.99,4.99,135.6,194.15,280.13,107.44,820.18,846.36,188.77,104.83,300.19,49.06,227.18,291.68,323.05,804.75,249.46,919.3,960.62,219.14,405.21,196.54,567.07,162.25,787.28,724.98,293.38,724.49,322.07,535.17,475.37,344.34,148.84,29.53,543.27,252.25,53.95,729.19,61.19,722.88,537.39,538.3,618.75
186.55,961.32,681.13,867.02,426.68,352.29,577.59,678.95,338.21,429.46,995.58,289.91,42.54,217.94,287.25,786.67,784.07,354.53,560.08,49.81,564.14,938.0,417.99,691.41,641.32,135.66,682.56,769.95,731.9,942.16,156.05,22.79,517.92,679.36,496.46,390.36,988.28,132.81,909.94,761.61,227.49,862.02,917.36,399.49,723.77,190.75,309.06,936.79,67.41,407.68
926.14,374.86,902.15,633.12,441.34,566.99,578.29,597.4,842.01,456.36,276.08,261.95,890.87,910.0,146.37,915.52,929.08,399.52,773.86,700.29,421.71,474.34,380.15,241.38,382.98,211.92,122.51,326.25,295.49,179.71,268.84,223.79,316.09,864.28,425.26,452.67,717.91,178.88,822.4,98.32,396.92,93.23,176.61,346.02,878.82,258.58,715.6,992.37,808.15,175.7
432.97,223.63,691.03,14.38,198.82,987.65,647.69,670.98,233.21,333.38,149.78,993.46,684.09,22.07,220.22,536.12,983.48,636.37,587.82,718.44,150.55,786.79,489.36,530.51,13.38,572.26,259.5,523.65,694.85,837.63,777.96,668.67,87.02,536.07,966.4,561.89,359.65,565.06,529.76,474.59,164.28,773.64,270.48,667.24,330.74,947.27,382.32,210.36,720.76,690.15
146.24,201.01,364.69,168.76,272.81,559.12,199.82,401.25,751.73,642.07,548.6,198.88,233.14,191.57,89.16,150.64,650.49,598.71,480.28,19.77,816.34,459.74,747.41,555.21,117.22,51.03,689.62,658.13,927.92,66.58,140.7,558.97,912.79,872.69,519.93,307.17,810.05,416.12,136.6,741.64,254.08,554.87,269.04,756.65,404.89,210.71,942.1,366.62,912.56,963.39
33.87,150.51,23.92,872.5,876.12,813.93,949.64,652.88,986.92,36.21,551.28,683.42,242.23,928.98,101.08,693.46,557.91,782.04,946.19,504.87,906.3,416.23,613.65,808.83,45.92,173.38,731.77,915.67,879.84,558.88,362.2,162.23,587.39,784.74,123.09,96.17,406.16,300.43,346.42,39.76,313.31,608.04,284.1,235.72,216.98,194.79,355.05,678.49,959.65,189.62
932.64,923.53,956.0,606.78,661.38,790.15,766.34,132.86,466.12,449.82,571.65,909.84,485.05,572.88,412.69,756.82,992.46,845.55,118.8,500.05,484.9,666.74,214.93,176.49,592.97,203.21,40.6,36.57,991.5,980.22,339.58,305.17,272.54,599.92,48.05,124.13,302.52,379.81,442.09,477.66,933.19,148.02,598.53,996.1,526.9,514.13,804.53,48.84,154.99,298.19
489.72,41.56,387.44,898.0,894.74,521.8,420.75,661.57,912.66,6.65,619.84,694.12,76.02,744.88,152.15,695.76,421.42,907.87,131.97,999.64,563.57,727.71,288.46,670.5,946.07,488.33,538.33,14.84,621.24,71.39,186.28,504.94,184.97,960.07,24.34,725.67,906.0,761.86,691.15,307.04,779.23,559.37,664.33,548.27,988.98,573.96,535.32,62.76,675.54,940.2
552.79,298.12,799.77,233.49,896.02,786.85,219.6,355.55,365.89,786.87,884.87,875.06,92.36,549.16,150.2,266.46,176.01,588.96,271.99,774.55,260.33,714.18,688.7,393.01,10.91,331.0,930.6,872.05,765.53,881.53,442.86,545.66,820.24,55.79,764.06,110.78,757.76,183.67,702.49,477.54,778.8,830.42,628.24,978.46,229.16,5.13,144.72,326.27,510.82,322.92
855.1,58.33,409.57,337.85,595.58,184.35,939.79,265.6,706.13,206.45,609.46,517.94,951.68,209.23,334.09,791.15,422.8,671.47,567.34,398.43,314.44,488.93,405.04,152.42,895.35,504.56,459.07,386.25,37.61,368.13,677.75,792.65,61.99,803.54,215.52,209.34,599.42,778.97,265.96,513.84,143.62,450.26,316.24,78.99,687.78,775.09,193.03,602.36,964.9,38.52
351.89,626.58,188.79,459.16,770.38,791.01,798.67,338.35,294.76,934.21,557.79,923.76,991.52,495.15,877.56,384.22,519.15,442.68,436.32,935.43,889.59,184.72,422.79,239.31,901.99,853.82,482.61,474.96,799.98,341.14,969.26,139.49,684.06,908.96,926.86,409.66,699.09,695.34,938.93,270.99,465.53,218.07,241.12,382.18,767.13,956.27,688.55,86.91,14.18,847.66
868.7,718.1,440.93,454.11,380.77,17.48,529.12,205.25,366.81,208.74,882.73,165.2,13.86,193.69,864.66,851.28,855.86,360.57,399.99,750.81,858.13,364.33,868.41,838.33,780.51,491.68,583.49,110.47,697.85,785.4,897.59,940.76,123.68,344.12,701.75,526.62,358.19,264.45,259.61,827.47,866.8,523.97,897.46,947.85,612.2,184.33,315.02,301.1,253.04,637.74
360.83,76.17,803.11,44.12,839.38,345.61,261.3,872.9,133.73,36.42,973.8,274.38,98.89,837.91,9.74,363.21,671.78,461.2,177.62,441.3,202.88,362.92,160.95,698.2,11.22,624.83,412.66,984.89,162.56,130.32,582.77,657.13,255.54,344.91,608.55,298.44,689.58,302.09,74.09,509.84,193.44,304.9,498.43,923.08,347.53,980.44,209.38,886.1,799.8,751.82
637.88,630.3,202.48,399.68,453.72,795.36,19.65,558.09,730.4,87.37,796.26,414.73,199.14,435.24,678.86,562.21,669.96,341.46,210.92,782.7,880.01,925.39,534.25,924.36,74.18,622.07,598.6,618.08,440.9,686.37,710.66,643.12,189.92,916.47,50.35,935.35,488.25,482.48,731.05,687.66,844.28,539.53,672.41,463.95,389.76,520.52,851.32,261.74,672.66,439.52
576.78,44.74,386.13,45.16,588.44,39.66,690.27,963.07,338.46,825.51,770.85,719.42,689.33,597.76,881.95,210.06,940.77,959.84,21.39,410.22,124.82,71.72,685.06,879.25,641.25,713.29,364.88,128.34,898.15,131.31,254.59,911.25,90.13,304.67,318.84,288.8,0.56,404.04,483.92,466.16,780.85,400.94,43.31,19.32,755.49,312.16,474.8,915.37,187.63,717.93
158.25,53.13,842.17,705.0,45.47,453.01,205.47,119.13,552.51,823.14,923.87,205.91,59.86,44.71,417.33,742.05,883.77,947.12,639.92,157.84,990.22,636.27,545.08,389.05,523.15,958.27,987.92,822.78,168.86,554.3,805.82,945.0,182.35,398.18,632.59,698.88,845.54,602.34,444.2,755.15,123.04,984.65,870.4,8.59,754.28,16.94,999.25,710.76,154.76,798.7
329.57,46.92,252.58,759.71,237.1,576.74,904.97,157.32,334.84,217.16,647.06,723.9,282.49,942.18,84.78,351.64,249.96,850.77,174.48,554.11,297.6,353.52,113.0,688.39,754.85,790.34,468.7,518.67,922.57,841.2,232.75,738.65,830.53,905.48,961.77,417.79,284.27,346.75,957.68,717.62,243.11,707.56,675.2,191.01,763.24,595.23,455.07,644.32,478.63,996.65
