ATTR1,ATTR2,ATTR3,ATTR4,ATTR5,ATTR6,ATTR7,ATTR8,ATTR9,ATTR10,ATTR11,ATTR12,ATTR13,ATTR14,ATTR15,ATTR16,ATTR17,ATTR18,ATTR19,ATTR20
341.95,6.72,232.06,113.49,399.72,293.86,154.68,155.19,247.31,141.51,331.23,350.98,264.58,226.57,496.4,314.17,396.28,450.42,155.08,224.33
421.3,219.41,422.61,165.39,42.95,10.53,3.41,122.39,52.84,404.34,357.08,71.63,170.13,179.53,343.92,275.81,20.85,208.13,267.34,331.09
155.16,453.65,151.04,148.3,403.02,68.84,95.54,77.88,62.86,406.6,412.69,33.41,113.62,477.94,385.15,256.2,403.5,304.45,132.78,64.91
261.5,447.17,353.82,429.59,214.58,74.51,359.27,68.92,276.03,272.48,422.52,359.23,397.89,261.28,165.59,115.35,396.18,85.05,186.88,447.53
453.04,67.43,8.75,196.52,444.12,187.16,181.12,445.43,78.34,363.23,115.92,301.38,26.49,42.12,120.34,26.24,430.28,444.03,158.17,308.83
134.53,205.64,230.2,170.24,12.91,217.41,306.58,288.44,84.46,212.9,392.36,27.56,499.53,238.37,224.67,463.73,74.13,352.95,130.54,430.08
199.17,459.29,227.64,306.76,128.03,21.71,467.42,353.09,199.49,160.35,449.99,92.19,83.47,223.92,407.62,409.53,391.51,100.07,66.7,122.8
351.83,152.64,399.5,404.98,0.74,74.43,60.04,250.82,467.12,303.05,189.46,135.26,293.65,380.16,483.38,263.16,218.07,232.81,50.57,215.19
288.28,114.08,237.65,3.92,377.51,332.66,231.64,369.7,410.24,186.48,85.41,198.34,384.27,3.48,432.85,481.07,427.5,206.92,25.75,193.79
159.19,359.08,24.89,364.07,295.13,124.0,257.61,411.97,187.33,371.05,476.63,359.61,8.32,289.09,302.77,252.53,82.63,86.85,260.92,168.76
274.39,21.94,199.56,117.45,416.19,343.5,185.16,497.41,11.92,216.81,489.44,256.09,207.57,310.03,219.01,160.86,433.67,453.08,258.17,69.97
451.76,15.86,61.5,431.64,493.03,145.85,327.76,360.02,354.38,56.26,405.81,186.35,443.86,365.54,66.07,70.26,54.15,176.46,115.29,16.64
345.74,11.77,139.49,463.0,377.0,224.64,468.25,356.3,449.17,164.19,377.99,39.54,406.49,448.29,234.77,30.63,92.69,327.02,213.44,238.41
64.31,321.67,449.21,25.4,126.73,190.73,189.79,51.66,299.7,163.53,382.8,272.7,170.88,216.45,36.75,294.24,175.14,441.83,419.51,52.83
429.7,63.12,396.08,498.33,278.34,260.53,70.78,161.05,469.75,270.16,482.62,5.25,30.31,2.8,469.61,176.83,412.09,374.31,21.15,59.89
151.66,212.94,235.57,488.39,100.03,462.96,223.07,364.03,91.36,26.52,331.32,98.89,167.78,209.96,113.66,290.98,485.55,166.81,467.69,266.34
235.02,234.43,374.13,1.96,70.11,129.65,47.63,376.06,459.89,123.94,102.23,470.79,88.0,143.0,406.08,452.42,365.85,316.46,226.3,446.22
430.06,466.08,90.54,6.83,80.38,52.75,17.34,429.47,344.67,110.43,136.84,297.91,450.96,379.55,200.24,30.56,237.95,275.95,185.93,452.76
295.32,404.28,315.02,111.76,173.15,258.32,94.47,113.97,359.12,191.42,356.9,367.81,349.75,205.65,197.39,432.54,136.32,133.39,313.26,125.12
135.79,201.63,108.48,447.62,471.1,151.49,234.84,66.6,100.23,13.81,231.86,143.88,289.6,469.94,102.35,492.98,143.07,452.89,124.64,436.59
110.37,243.78,356.69,294.93,323.12,392.87,329.07,16.92,88.29,232.56,135.09,217.57,186.64,388.39,291.71,288.62,390.92,443.21,235.39,388.92
264.34,101.64,324.96,463.2,370.56,204.36,212.56,2.53,119.63,324.71,367.02,46.12,440.71,475.94,461.19,374.23,443.96,221.21,106.43,232.63
107.62,222.17,31.84,267.71,34.18,129.08,486.83,130.31,14.91,172.55,497.95,249.94,340.15,113.78,359.98,449.26,223.69,74.62,457.24,150.71
157.31,441.26,118.24,209.99,291.17,219.35,48.39,292.78,206.09,108.1,262.33,467.7,497.92,311.18,186.64,399.74,318.52,178.21,149.81,259.75
370.9,363.74,2.69,28.33,363.29,400.47,204.59,388.44,375.91,196.48,44.16,191.6,436.65,30.59,373.46,364.49,161.78,381.3,31.84,487.25
442.35,234.66,356.83,224.27,419.22,488.96,471.55,296.19,24.02,454.18,470.18,60.87,167.39,173.91,54.32,155.64,261.01,22.69,302.82,275.91
63.71,220.4,13.98,296.06,464.22,105.18,330.58,425.27,81.73,185.11,335.48,376.68,288.39,390.7,469.95,96.55,290.06,125.15,437.54,65.01
204.25,273.74,407.71,288.64,87.87,416.85,426.77,181.75,305.07,206.52,110.59,379.86,489.34,57.22,12.81,431.26,472.29,189.63,182.15,161.99
53.37,444.63,21.82,11.27,26.26,462.12,462.2,267.76,406.59,429.66,34.23,400.83,17.86,472.93,116.16,198.44,71.78,120.36,339.2,87.43
170.52,311.4,60.35,229.6,352.44,299.97,492.43,67.12,113.63,343.28,161.95,219.94,359.79,43.79,203.57,221.16,458.89,357.35,201.69,394.1
78.63,449.02,265.73,30.85,147.12,93.4,102.3,295.95,326.83,156.78,420.34,196.63,367.94,172.63,29.64,371.74,355.83,284.31,265.3,90.71
111.38,182.01,1.64,490.72,399.34,477.49,62.85,148.98,14.44,59.68,293.81,48.65,197.45,24.18,33.24,71.37,89.26,108.88,175.47,454.92
265.46,403.87,184.13,404.85,435.09,316.79,415.28,374.82,436.03,496.99,141.59,453.83,123.09,263.65,8.06,475.25,324.6,221.23,224.32,451.25
159.55,329.41,171.27,15.39,259.68,23.45,34.18,381.29,3.67,59.59,7.95,263.28,9.98,248.8,34.63,16.36,426.87,194.61,418.7,409.42
33.39,243.17,255.04,420.67,460.84,200.41,359.95,450.38,334.75,342.67,438.35,232.07,427.95,265.37,323.69,3.13,337.76,423.64,350.73,403.14
407.87,489.52,310.47,283.03,351.55,125.03,8.59,271.46,216.46,297.58,372.03,42.74,179.11,52.57,477.3,156.96,269.38,307.29,106.36,256.13
433.24,316.42,239.63,91.57,312.2,390.05,355.52,227.72,121.95,272.78,100.73,133.05,12.19,368.63,204.04,288.82,358.26,268.75,262.55,113.71
144.02,374.53,57.55,335.54,424.83,306.82,370.65,412.49,431.46,455.09,340.97,75.25,304.56,69.84,279.11,96.58,220.06,104.2,145.84,402.75
335.34,271.87,164.5,298.19,484.26,264.72,455.76,446.8,309.98,40.66,367.88,18.35,98.73,123.18,226.69,36.39,341.97,320.21,202.3,4.0
143.54,8.89,203.55,484.8,263.94,112.74,236.58,178.18,498.61,233.5,130.11,86.82,279.22,207.89,146.0,399.89,422.85,374.98,15.66,480.39
277.68,475.45,337.15,420.31,46.99,330.13,179.14,289.07,109.0,486.83,340.56,11.14,196.72,250.31,182.61,161.28,218.59,449.8,289.54,49.57
65.39,35.49,46.02,2.78,85.3,185.15,126.0,171.14,450.82,450.38,315.5,214.5,335.04,370.23,154.92,497.29,428.38,202.91,426.67,433.37
372.07,198.19,306.5,118.26,499.3,315.4,325.97,157.98,129.95,313.29,353.45,1.86,70.23,185.46,33.64,173.68,87.81,72.5,85.33,10.47
484.06,383.29,89.82,456.07,21.0,7.62,291.34,197.05,426.91,254.46,290.79,109.79,412.24,321.15,473.3,345.7,80.91,411.26,88.3,35.76
345.81,401.32,316.42,129.17,68.8,429.6,449.04,86.74,313.56,339.25,57.51,487.17,98.62,457.39,399.01,351.35,424.21,35.83,245.0,307.19
342.48,230.41,419.14,366.97,465.58,471.23,218.64,30.58,34.64,267.82,108.27,345.6,237.14,80.78,114.02,56.66,118.57,179.2,162.83,305.17
404.29,196.0,135.14,455.35,128.91,220.57,178.4,212.6,414.58,180.22,486.12,6.63,323.25,274.45,107.07,390.77,188.17,357.91,329.32,132.21
267.67,416.68,203.14,94.35,297.14,147.64,31.19,216.66,16.01,471.74,13.15,15.04,450.46,102.94,356.95,207.58,35.12,404.57,325.7,3.24
168.6,399.44,271.06,362.46,396.24,69.05,54.68,126.16,456.82,77.41,94.86,258.3,370.91,359.39,320.04,429.85,65.14,88.0,462.78,477.11
468.72,380.84,192.91,462.85,480.68,477.65,325.12,281.76,136.33,298.05,36.69,67.95,369.2,371.69,14.88,460.04,488.5,372.17,69.29,137.23
217.0,49.95,477.15,15.42,170.04,314.51,29.36,282.18,427.9,462.68,496.37,440.61,129.42,319.18,41.61,428.76,472.13,474.66,227.92,395.92
41.25,422.32,490.4,150.46,244.96,125.98,200.38,195.43,32.77,262.9,92.31,150.36,260.61,261.99,204.16,438.49,406.93,248.28,354.97,163.24
162.83,333.8,323.38,362.32,337.75,93.64,354.09,297.57,238.29,483.75,299.27,408.94,218.46,379.28,416.16,279.68,489.64,239.99,126.94,302.72
65.68,439.6,393.8,284.4,271.56,306.14,342.41,63.11,19.11,88.84,48.93,197.72,119.75,372.36,59.65,329.84,18.8,130.17,121.25,15.75
73.49,71.83,319.53,463.61,374.76,450.92,317.73,5.28,114.93,254.15,393.59,13.77,193.34,187.84,429.3,236.41,32.23,342.73,433.23,134.55
477.85,333.79,369.55,80.7,485.49,177.13,335.61,270.61,97.93,98.31,313.81,362.16,47.44,155.68,3.0,48.27,264.48,219.47,31.0,285.36
335.33,25.49,2.36,27.35,168.06,461.28,317.0,189.95,400.38,480.34,341.86,116.57,93.06,180.24,384.9,89.46,402.31,430.08,344.41,131.51
393.7,311.86,264.57,3.4,197.37,261.91,204.09,406.95,243.14,207.48,317.77,295.3,88.05,288.82,326.48,68.67,199.43,347.67,135.95,80.79
204.93,484.0,443.35,344.04,199.39,386.82,466.15,219.24,367.49,488.85,271.95,188.62,188.67,426.63,46.38,280.3,4.27,204.19,197.17,120.87
245.32,205.94,160.53,65.09,150.32,303.46,216.79,139.85,344.24,168.82,451.71,466.08,398.47,170.73,162.72,236.15,433.35,19.48,361.65,158.81
452.67,65.44,393.34,482.32,73.22,20.43,74.93,197.17,362.4,295.63,282.38,279.01,371.42,222.84,242.95,484.33,180.89,409.63,331.11,67.65
389.98,60.51,316.31,63.84,94.31,302.82,52.72,226.44,432.89,54.48,226.86,196.71,80.3,300.8,34.5,488.85,205.18,138.61,16.25,89.15
278.31,359.53,432.58,118.1,369.09,236.87,191.31,464.21,368.44,46.94,458.51,245.4,225.17,276.43,480.04,197.64,314.2,327.28,379.09,137.65
11.69,105.18,244.96,119.25,263.45,326.61,293.6,154.4,42.02,346.17,67.21,96.09,14.09,19.42,26.97,242.81,401.74,264.46,77.37,433.65
372.07,376.3,92.16,352.08,337.16,330.36,462.33,154.28,365.31,338.73,352.28,212.45,218.87,155.53,475.41,358.08,218.51,389.09,79.12,390.67
12.98,3.81,47.61,3.63,127.68,392.04,44.27,50.26,485.16,477.59,481.17,388.08,56.04,200.1,61.19,202.46,384.36,422.33,384.12,60.01
54.57,155.25,364.05,364.97,233.04,75.47,60.68,356.82,282.39,55.14,174.45,153.85,457.42,289.93,273.45,311.52,223.04,492.06,325.34,164.44
444.87,181.93,189.56,469.5,332.42,225.03,71.57,310.42,472.82,430.87,168.97,298.13,453.17,368.96,191.0,178.63,274.03,135.02,189.68,371.79
166.92,472.54,305.34,208.24,269.09,343.94,127.25,458.19,76.15,205.55,343.53,237.96,447.04,224.53,426.24,274.36,53.82,6.59,299.23,371.93
147.91,364.44,464.56,268.23,25.06,303.82,149.9,6.64,375.57,299.26,180.74,144.38,123.25,135.78,261.76,470.46,63.8,277.38,333.78,402.08
121.8,296.26,164.48,439.02,170.31,97.94,337.28,419.0,290.01,102.86,188.88,455.14,25.45,2.03,465.55,341.71,160.59,358.92,439.62,274.26
79.11,349.29,437.46,333.76,241.81,14.27,183.51,436.24,279.84,374.11,299.33,393.69,185.82,217.67,353.73,18.78,475.28,26.23,198.56,295.17
404.19,74.43,27.39,89.4,243.18,107.89,95.07,69.99,219.8,63.72,127.58,158.59,16.53,151.14,301.37,55.34,268.93,396.62,8.9,115.47
358.67,163.9,25.18,480.83,429.9,384.59,252.26,222.58,177.08,351.73,39.55,141.51,149.13,146.23,162.53,27.48,83.75,184.41,76.16,358.13
434.95,373.36,56.73,270.95,351.3,356.07,130.14,462.47,32.91,189.41,146.22,401.85,131.78,220.69,91.73,182.52,499.99,208.59,251.29,23.08
175.45,308.34,397.21,410.86,336.66,465.01,331.17,299.39,282.83,388.25,246.18,375.16,326.96,96.48,484.64,341.29,486.25,104.16,215.25,226.9
168.87,498.88,448.14,471.76,304.9,315.1,267.03,236.59,172.31,289.13,358.37,164.98,5.18,82.53,359.69,382.19,478.44,8.41,478.44,388.88
179.7,116.86,209.91,49.5,185.36,372.49,435.9,211.84,247.59,380.36,261.18,381.52,316.91,424.38,149.25,319.37,54.86,145.62,120.18,401.61
220.49,83.66,472.43,135.68,291.19,69.87,75.49,56.56,492.26,100.36,114.36,59.22,452.23,77.47,7.07,360.23,487.38,270.3,462.32,401.87
3.87,385.72,356.28,275.51,330.75,103.17,447.48,488.09,122.28,303.14,447.62,418.96,74.01,397.31,150.52,402.74,484.67,461.58,191.65,82.54
105.01,402.59,363.62,98.17,463.92,477.22,448.75,419.88,432.16,337.23,437.41,221.22,64.87,301.94,67.29,32.71,427.74,273.69,84.94,318.02
0.93,93.28,22.15,396.76,344.72,240.21,187.77,105.97,149.28,141.63,499.01,180.7,270.14,48.14,297.72,45.11,102.77,234.37,186.36,183.79
183.15,5.79,116.2,230.93,452.65,58.04,398.97,112.2,226.55,418.2,154.04,439.93,479.59,144.8,437.8,355.44,207.79,282.1,345.21,253.12
161.85,400.3,240.71,447.48,60.19,220.9,203.41,292.86,190.93,419.94,144.39,141.07,271.14,227.38,41.2,220.14,167.95,483.12,201.65,84.08
487.19,160.82,231.69,112.12,257.47,353.54,201.78,167.58,467.41,391.32,78.63,135.29,186.87,174.77,362.94,69.18,58.03,127.04,196.75,121.76
396.16,451.0,481.76,462.56,326.67,11.09,384.86,111.65,265.86,245.05,285.27,297.53,134.58,28.94,136.18,228.62,306.77,336.65,168.89,383.7
318.23,183.35,489.18,290.49,325.73,154.41,175.63,67.61,315.21,130.54,482.62,330.16,326.34,213.13,244.11,223.17,474.19,399.51,107.3,400.63
161.82,5.1,406.18,498.11,408.38,327.45,327.45,285.3,287.21,299.0,173.7,436.24,291.8,282.37,21.97,146.05,375.11,409.13,269.98,300.7
379.11,434.94,87.12,234.04,478.78,227.71,61.32,482.46,450.29,112.67,260.51,403.02,427.98,157.78,29.7,343.24,18.88,425.53,426.42,454.9
291.53,19.05,127.14,253.31,67.49,7.64,385.85,238.8,54.16,341.36,364.74,162.13,395.82,387.07,330.34,87.15,256.94,384.21,351.13,326.51
336.01,321.86,51.14,124.15,386.97,96.03,195.64,161.03,458.6,218.37,21.75,46.89,13.12,336.85,252.53,440.27,184.76,225.86,259.52,57.05
377.86,429.0,114.98,452.73,15.71,450.3,482.69,380.02,18.09,58.5,86.75,434.27,45.55,339.34,189.12,217.74,173.5,357.79,33.43,369.4
231.55,247.75,236.24,67.86,20.51,463.01,202.72,144.94,19.35,63.01,270.7,324.64,463.86,474.05,322.96,131.45,216.12,65.26,84.86,426.66
332.78,20.08,95.79,245.87,498.03,106.93,339.42,441.91,116.67,47.13,133.17,96.34,374.95,334.12,278.84,474.41,34.39,106.82,378.19,367.29
60.74,459.92,232.81,490.07,306.24,62.4,53.85,206.88,425.37,224.46,91.36,266.52,159.45,229.61,85.42,53.87,72.32,200.81,235.69,385.26
172.81,487.53,496.13,452.73,473.83,320.37,290.31,205.6,51.41,17.89,314.1,445.41,438.2,460.51,386.86,5.57,282.52,373.76,464.19,224.45
110.48,463.97,258.38,451.25,52.91,248.11,494.63,39.42,0.32,276.11,341.05,105.69,4.61,300.32,396.57,287.23,499.28,497.29,32.42,5.92
33.53,407.94,156.31,111.03,147.63,241.63,34.43,153.39,368.17,345.76,457.91,352.1,129.61,118.41,318.76,418.09,464.92,190.33,487.32,380.38
12.64,138.12,229.78,377.35,11.18,46.7,152.41,125.56,217.28,313.2,413.97,128.46,419.02,9.55,403.64,229.47,125.63,364.46,233.98,212.34
91.6,257.28,354.04,192.48,72.52,209.4,165.41,147.56,278.89,331.71,126.55,210.31,469.34,469.99,494.39,373.39,410.68,451.44,137.47,359.4
2.04,59.95,493.94,170.57,490.98,23.2,96.41,239.45,312.35,224.49,280.79,384.12,446.58,224.72,225.95,346.6,123.31,238.46,435.31,370.8
458.15,469.84,466.95,260.47,69.74,15.81,432.73,401.43,111.67,170.67,111.55,13.19,84.75,165.5,14.27,311.84,343.06,12.27,487.28,164.5
96.67,293.62,275.28,340.2,361.82,37.33,426.07,121.07,395.84,220.02,447.32,384.74,479.23,331.04,404.62,13.33,85.01,10.8,399.61,168.53
73.8,28.96,10.8,124.72,207.21,22.99,347.74,281.93,75.15,483.59,305.09,123.21,32.53,316.26,247.01,121.35,366.39,111.22,53.32,423.28
357.15,37.29,212.18,114.14,309.23,319.45,309.67,482.57,489.81,213.31,473.94,130.48,155.5,147.06,17.53,407.58,128.4,489.71,92.79,407.91
99.66,68.14,9.27,80.35,466.55,279.46,50.06,130.85,208.99,202.39,22.62,313.41,87.51,102.6,156.95,492.01,41.43,37.13,460.84,130.12
143.83,360.57,82.91,21.66,338.18,373.61,374.17,483.83,315.59,375.76,113.03,343.05,360.33,285.88,329.61,272.96,126.54,186.16,430.25,302.96
161.65,193.88,103.54,6.39,88.5,77.96,250.65,463.08,289.32,411.92,51.31,298.54,345.46,400.64,253.7,292.03,134.95,421.3,19.16,84.14
460.07,401.75,467.52,496.85,457.33,195.32,60.68,320.84,266.73,387.51,297.24,125.96,355.55,19.22,213.69,20.0,408.73,186.01,263.58,136.18
353.98,91.78,259.97,64.31,461.39,95.78,30.92,263.1,430.81,201.59,92.33,343.68,311.15,431.1,404.73,299.41,49.21,141.47,287.5,87.69
272.63,215.98,105.35,411.76,270.65,225.25,306.61,317.97,229.33,494.69,161.5,70.24,58.57,67.22,283.39,414.87,440.75,424.68,405.84,289.25
238.78,338.83,292.73,286.75,165.39,328.62,364.19,435.91,466.37,87.81,88.26,364.54,300.19,337.22,271.59,232.29,437.28,252.56,477.05,336.58
223.43,73.85,94.03,354.7,78.06,383.7,128.77,311.31,125.94,223.12,337.85,362.37,221.98,484.58,5.83,80.89,323.6,225.4,286.47,62.47
394.52,46.64,91.18,231.64,341.76,25.5,323.82,195.36,413.06,405.26,174.47,432.31,439.87,482.79,348.33,304.62,52.9,332.55,313.52,78.35
317.64,277.71,217.62,392.35,160.27,236.42,456.37,483.42,396.5,75.11,485.56,329.87,237.31,346.74,290.67,282.87,389.52,313.31,326.59,48.53
13.59,465.66,225.39,212.03,265.18,19.99,408.67,74.59,218.65,354.76,255.18,63.36,167.11,214.24,285.04,307.24,157.53,326.4,65.84,302.7
419.56,238.06,231.18,200.56,143.36,367.34,121.22,490.51,166.8,369.95,473.44,228.03,427.51,390.36,34.58,92.07,181.25,347.24,246.22,198.96
70.54,342.05,390.37,264.52,7.39,94.86,113.55,72.77,343.74,114.64,489.56,69.41,350.07,411.99,73.57,134.57,106.4,317.53,428.6,453.21
390.72,482.18,360.44,225.19,93.63,138.57,83.08,134.37,430.51,144.8,192.74,392.58,9.08,226.49,123.47,419.54,487.92,243.9,180.84,327.08
26.22,51.01,122.29,152.11,13.66,240.38,285.09,13.3,473.34,117.39,344.31,290.33,223.76,5.9,458.46,140.79,209.7,45.6,111.95,346.45
352.13,46.95,216.62,275.83,241.86,384.43,404.6,145.41,451.24,41.71,131.72,327.9,453.92,75.92,111.93,420.26,378.09,301.71,459.28,139.04
153.03,489.82,339.29,73.44,292.52,62.09,88.82,158.54,284.15,352.4,383.78,90.15,138.01,177.97,454.97,217.45,341.04,360.9,290.62,401.84
167.7,294.43,97.92,244.14,166.3,13.23,496.28,191.04,36.58,166.71,462.52,328.5,425.05,330.12,277.62,51.88,124.84,400.28,90.24,477.63
129.67,39.99,166.17,278.72,336.21,54.53,461.79,131.67,7.49,75.17,254.13,409.89,86.91,8.85,415.39,143.96,358.43,284.12,415.91,244.71
219.4,185.19,122.34,129.35,494.79,304.51,481.58,128.58,429.52,373.53,56.56,424.63,171.52,166.29,241.72,316.24,329.64,155.89,330.19,431.92
252.56,208.35,206.87,119.82,36.89,328.11,42.65,435.71,470.75,62.95,10.53,354.3,57.1,451.51,453.51,497.12,100.88,137.82,234.91,376.1
350.05,147.68,272.03,438.31,112.82,96.94,51.81,89.08,258.38,479.25,378.72,136.98,348.24,325.45,140.78,134.27,116.98,355.99,449.13,80.32
101.25,4.69,416.81,28.91,332.69,490.84,54.44,430.76,295.0,208.14,100.55,435.34,19.66,197.39,426.44,252.03,8.97,24.61,162.9,40.09
225.88,457.81,284.32,149.28,246.75,161.14,130.97,216.41,380.2,440.65,110.09,208.51,319.93,393.03,196.66,283.46,39.03,268.45,126.26,275.58
148.63,159.59,262.47,337.25,274.75,125.71,465.89,263.39,298.46,405.11,407.01,366.73,269.72,427.1,208.38,338.44,402.86,103.29,427.17,458.48
112.2,157.15,142.6,67.03,115.81,452.3,425.91,310.43,475.54,217.93,422.94,275.23,302.37,48.91,22.01,372.25,121.59,168.85,62.69,421.27
179.74,81.48,15.92,41.13,191.81,365.48,132.83,74.61,21.99,129.18,136.72,323.83,177.13,104.74,457.99,316.16,428.65,325.95,303.29,285.19
105.01,121.84,418.15,102.09,137.91,259.56,322.43,131.1,106.34,227.87,65.11,190.91,142.45,494.18,21.93,18.47,475.87,1.36,365.05,353.26
219.75,430.42,263.71,403.63,317.27,50.02,49.12,115.38,192.32,137.46,154.65,162.19,194.52,10.4,447.88,250.8,313.84,163.21,117.17,330.73
183.66,194.57,405.56,249.96,222.03,192.94,406.98,406.03,301.33,464.03,178.66,317.89,77.17,188.92,267.93,92.06,286.98,396.72,270.91,208.1
155.28,201.0,211.18,272.01,173.39,158.32,2.21,43.84,176.04,39.75,478.55,492.48,246.98,407.78,70.72,15.96,424.05,258.81,337.21,364.07
182.94,109.21,77.71,281.28,424.88,452.6,0.05,203.46,184.85,496.37,209.11,157.66,124.18,305.72,265.13,473.38,171.43,227.89,31.95,406.2
224.46,423.46,270.38,425.26,403.07,415.34,206.2,101.68,94.63,411.24,318.82,58.23,185.05,291.82,9.2,443.27,405.15,78.1,206.71,427.21
118.31,402.25,10.65,66.35,143.6,123.0,406.2,297.99,490.28,360.73,308.81,18.04,5.25,499.76,398.93,161.59,336.59,140.91,28.82,230.57
125.64,57.86,394.06,66.72,18.05,388.84,390.74,187.71,403.79,283.65,441.72,55.56,184.06,386.84,89.12,306.4,95.63,38.08,173.19,167.77
274.36,256.8,491.41,99.15,73.96,186.02,310.61,388.58,410.98,149.41,114.5,27.91,285.52,32.33,253.01,340.97,496.61,27.53,496.7,57.99
358.34,293.56,117.42,159.83,410.81,253.79,205.27,203.55,343.77,117.75,189.99,353.08,348.75,219.49,46.07,324.17,167.12,373.8,490.0,185.46
318.54,455.85,489.17,263.29,235.09,235.65,346.32,386.61,452.06,464.23,95.95,362.21,45.24,471.58,338.13,13.89,390.7,268.91,199.86,128.52
133.44,101.24,495.55,166.65,240.01,249.75,189.43,331.87,298.41,333.52,201.21,475.51,255.05,99.19,251.5,444.16,348.86,389.89,52.13,142.99
106.04,464.04,348.46,400.3,363.63,71.37,79.29,410.85,210.8,310.33,2.06,358.79,41.37,11.37,168.95,260.27,223.36,35.26,276.3,361.17
14.22,402.22,425.57,454.84,374.27,229.18,208.65,187.27,219.57,473.41,15.36,460.66,3.63,185.74,122.24,177.47,455.19,386.54,453.51,33.96
212.84,13.48,74.13,142.99,41.68,64.12,394.93,158.58,118.36,375.58,413.39,472.71,36.35,307.31,490.93,136.13,375.51,250.59,280.88,353.12
152.21,309.51,126.44,467.46,177.83,212.88,109.51,60.39,269.07,117.53,274.5,236.09,196.05,480.95,456.94,316.39,99.82,428.64,350.6,320.32
476.13,397.59,455.01,177.75,378.89,350.81,291.29,315.52,390.23,401.08,187.28,180.05,492.04,243.76,234.9,347.74,448.12,183.08,184.31,472.05
249.1,416.63,90.5,151.25,38.19,79.62,260.92,197.48,57.76,390.49,160.52,351.01,336.58,17.35,156.75,22.05,419.42,416.91,325.2,61.19
384.06,11.93,173.71,181.13,137.2,310.78,202.17,176.06,67.57,329.85,9.58,32.36,484.59,338.3,423.83,291.74,117.79,33.91,495.11,405.33
380.96,253.29,138.19,20.88,297.89,488.42,472.68,210.03,371.59,211.6,420.23,234.51,338.55,154.84,219.32,120.7,60.1,282.03,121.35,372.69
448.03,73.97,19.72,469.88,120.88,442.21,271.03,446.72,334.92,393.43,53.8,467.08,29.49,147.22,70.54,78.76,239.35,106.44,372.59,250.15
328.92,30.86,120.13,357.57,237.64,311.18,70.7,499.35,200.59,433.94,460.02,347.47,300.84,331.03,68.36,214.41,217.31,158.96,174.03,236.35
461.21,466.81,449.48,418.62,465.35,9.0,263.76,367.12,274.2,278.81,124.36,27.4,109.97,431.74,282.18,227.58,91.56,220.56,309.43,161.42
227.35,165.84,299.85,49.06,5.8,50.81,32.54,331.64,164.14,325.08,159.96,180.71,99.31,153.06,194.79,21.29,499.06,399.97,81.54,109.06
116.33,475.75,21.94,0.85,300.62,328.72,469.78,174.24,448.67,313.22,357.42,41.82,449.82,43.03,482.79,307.56,359.49,123.68,377.33,481.32
212.13,380.26,33.48,52.45,118.87,169.28,186.8,270.79,420.05,461.44,272.0,123.33,391.0,78.81,474.02,394.4,3.06,398.17,349.13,362.92
494.2,15.6,259.77,294.81,60.93,231.11,438.34,274.09,202.79,357.55,372.93,242.55,329.89,26.45,271.54,243.45,126.99,336.04,297.41,155.91
313.12,333.91,336.97,98.16,311.55,324.25,474.61,164.49,196.79,69.59,384.8,61.83,208.39,196.91,292.16,150.24,499.23,111.22,361.93,148.22
476.23,155.34,404.21,414.07,147.91,121.24,371.23,74.36,486.36,260.65,42.51,173.75,493.28,14.05,465.23,373.5,254.99,423.53,166.61,485.56
366.83,426.41,398.88,3.95,163.48,123.97,27.14,246.83,173.06,180.31,242.56,464.53,390.08,165.04,306.9,353.96,133.78,8.1,411.4,77.31
36.64,264.01,186.3,115.1,451.2,269.42,25.93,340.4,246.92,221.28,348.04,70.47,335.68,289.81,59.26,221.63,101.05,453.12,152.43,32.29
102.39,350.62,279.11,62.81,439.4,395.33,70.24,246.04,152.85,229.4,17.34,478.78,227.96,362.03,423.96,181.35,337.83,420.87,452.15,339.44
303.61,134.34,347.89,296.18,227.26,365.27,475.75,447.28,335.49,250.24,404.43,117.08,300.69,340.09,121.45,284.48,27.93,452.47,285.0,214.49
85.2,262.85,10.55,156.92,216.66,472.24,267.24,60.95,211.37,321.81,192.54,437.08,166.54,23.85,82.39,124.25,287.43,164.46,170.2,378.64
151.38,256.58,241.27,436.81,128.37,278.99,0.59,235.31,276.09,36.07,55.55,174.09,332.36,426.03,236.25,355.59,478.4,338.71,54.79,73.22
115.88,233.94,120.83,439.63,154.22,287.77,398.53,290.42,347.67,485.82,191.75,25.21,370.28,132.23,437.19,293.7,341.11,398.03,437.68,142.71
232.57,155.64,323.6,305.07,350.61,319.03,223.68,100.66,438.22,138.87,270.81,265.92,45.21,300.01,422.62,60.18,261.44,425.13,17.49,405.46
328.91,31.77,324.45,135.28,426.76,447.28,351.23,244.43,387.55,478.87,320.25,455.9,78.29,423.28,236.71,326.85,59.21,317.21,216.38,438.32
209.74,389.61,81.68,119.82,6.51,249.57,96.82,451.1,117.35,352.0,465.37,322.69,29.19,412.75,238.53,406.5,115.39,154.32,22.79,5.5
34.62,395.34,294.62,230.0,427.16,236.5,380.24,309.74,218.3,126.81,191.9,133.16,358.2,261.88,153.92,425.79,338.22,348.95,84.05,244.12
327.56,325.15,30.51,376.7,120.31,375.95,343.44,389.97,216.19,328.2,38.29,77.9,295.57,204.96,140.19,26.62,21.49,473.95,83.61,323.67
