ATTR1,ATTR2,ATTR3,ATTR4,ATTR5,ATTR6,ATTR7,ATTR8,ATTR9,ATTR10,ATTR11,ATTR12,ATTR13,ATTR14,ATTR15,ATTR16,ATTR17,ATTR18,ATTR19,ATTR20
378.57,776.27,430.26,290.38,385.22,755.95,369.8,499.1,13.86,231.27,332.14,217.87,39.76,441.78,196.14,403.54,628.84,29.36,210.75,331.37
255.01,752.99,991.84,772.38,906.06,167.79,26.63,592.54,671.26,327.12,872.3,963.98,256.1,577.51,163.79,200.84,333.43,383.19,577.72,562.46
524.75,734.75,903.83,610.9,246.11,386.12,466.71,752.48,383.57,588.2,55.97,376.53,269.28,593.16,325.08,71.62,943.84,844.52,590.79,128.24
284.33,422.73,777.12,481.83,54.06,371.32,328.99,782.19,79.37,222.1,204.74,786.42,976.27,543.83,647.14,768.58,711.27,110.29,752.59,255.19
736.53,344.9,872.07,911.95,753.26,133.87,711.74,340.45,932.34,97.26,993.09,286.85,888.68,329.61,291.34,715.23,172.12,904.1,374.76,93.85
631.45,329.08,756.38,457.54,801.32,793.01,435.45,693.84,647.98,547.18,593.54,940.09,722.87,372.57,400.21,945.01,938.99,924.33,435.79,893.51
597.34,503.15,914.38,321.39,954.94,417.2,929.16,969.69,386.11,775.93,829.31,607.57,521.31,408.02,459.79,22.57,741.68,570.4,996.95,955.73
352.73,642.92,591.36,478.65,922.81,414.25,655.34,307.82,702.6,15.7,698.4,992.71,321.61,563.34,277.2,7.97,248.0,413.39,802.79,346.99
903.36,359.72,50.86,683.65,658.55,375.72,324.98,64.69,631.63,298.52,799.38,814.78,234.76,283.92,88.76,823.97,90.82,444.81,619.87,628.2
24.26,324.15,41.66,853.07,33.48,200.18,634.85,490.54,913.98,863.5,541.86,986.28,14.84,333.52,681.83,147.86,143.91,323.38,83.36,844.74
397.71,869.61,316.12,685.59,709.1,583.81,318.01,920.09,974.61,365.87,494.31,328.8,549.9,985.29,578.98,196.31,535.92,985.08,273.64,971.14
0.99,476.88,541.06,580.47,348.39,459.2,799.43,244.57,58.56,961.36,440.28,289.76,383.32,929.62,505.96,401.33,6.25,138.7,207.86,297.84
842.44,184.2,553.2,86.02,258.36,394.56,925.91,218.21,714.37,131.2,893.86,173.52,62.94,472.2,49.56,695.72,966.35,850.68,968.05,37.31
624.53,559.64,761.79,84.66,403.44,790.53,723.76,128.84,554.4,253.4,644.66,360.23,48.25,109.52,447.03,486.3,630.81,181.1,202.3,127.96
480.83,562.06,72.61,326.63,603.2,217.27,286.52,436.36,373.29,629.1,759.52,152.01,479.32,198.38,490.5,587.08,219.36,185.04,871.5,926.7
90.42,982.45,273.3,417.31,645.84,499.25,417.62,809.61,134.91,632.37,737.63,819.07,598.17,893.07,312.66,609.23,206.88,650.98,484.74,46.92
812.95,564.77,972.5,755.61,487.84,967.5,118.0,894.86,976.18,732.05,38.04,613.11,930.33,353.62,384.26,621.5,672.82,716.58,673.16,295.71
366.24,838.85,150.87,262.0,570.56,899.61,180.35,458.15,479.83,996.31,410.91,529.31,178.79,101.43,295.23,544.8,783.96,680.67,599.83,206.81
46.45,930.45,815.5,860.54,133.3,775.43,582.5,969.97,6.13,934.16,579.98,30.22,759.26,757.62,575.08,780.23,636.08,998.85,670.77,333.38
575.75,532.62,944.08,75.26,891.35,479.01,830.57,48.49,499.93,777.48,174.31,582.12,121.62,236.86,252.9,853.46,430.96,824.56,434.26,577.92
963.48,342.46,690.97,768.69,416.73,443.93,478.42,207.48,394.99,383.1,100.27,917.18,44.08,610.94,561.85,628.64,554.03,711.79,781.81,984.16
645.02,393.73,894.68,583.19,861.37,301.28,408.43,756.63,997.08,251.47,427.52,784.62,825.49,117.77,660.43,718.17,525.33,701.54,968.77,106.99
53.04,617.98,987.43,387.4,120.24,628.45,835.39,5.92,34.28,905.32,446.59,653.15,615.13,656.28,857.38,69.63,387.69,366.05,852.92,823.13
410.38,777.07,611.45,548.03,823.26,824.14,65.02,138.57,534.59,352.61,156.77,433.48,857.81,129.13,85.92,262.05,665.21,322.08,856.99,612.59
359.89,602.44,138.62,84.73,895.51,348.05,884.69,63.58,306.7,936.26,80.41,427.69,905.05,442.28,17.92,490.65,825.38,743.99,704.54,315.56
668.66,912.03,317.73,203.32,220.28,36.86,534.73,878.89,354.32,310.4,43.64,176.24,837.99,237.92,988.23,148.73,9.18,439.04,899.77,807.68
129.35,369.78,997.28,357.02,82.58,466.85,474.16,393.87,336.35,564.18,662.16,106.0,217.34,252.25,476.51,734.53,326.5,520.41,409.02,427.8
816.43,817.02,359.33,323.31,237.23,191.37,676.98,104.16,235.29,581.16,450.6,352.91,992.22,374.29,295.03,126.25,36.02,311.38,958.6,985.12
670.89,735.0,490.38,472.98,392.85,574.21,261.81,957.11,432.0,17.13,565.7,433.58,940.51,410.27,774.71,325.3,636.86,329.95,878.11,700.42
802.9,888.13,133.84,742.66,378.07,810.11,638.37,508.57,144.15,130.68,55.94,465.47,494.69,346.81,979.04,202.69,532.49,470.69,784.92,608.18
877.5,647.07,546.94,738.16,234.14,806.11,744.61,57.61,586.55,404.16,604.05,769.83,491.8,360.02,652.39,475.58,571.91,370.64,941.8,116.89
636.31,883.06,470.61,661.33,432.16,447.88,725.78,357.03,756.06,674.25,275.81,905.7,390.41,894.18,480.82,879.33,211.92,861.58,894.28,751.6
99.64,649.2,27.93,639.4,454.1,323.45,959.67,473.11,141.44,525.43,382.06,662.92,178.91,410.3,662.59,588.29,49.16,478.66,69.69,772.22
766.28,893.21,641.1,316.22,794.36,673.15,250.45,853.53,132.8,462.64,839.11,762.22,49.18,432.67,310.11,195.7,500.62,744.79,956.81,133.24
455.05,169.33,914.89,945.64,488.41,576.86,9.4,315.27,584.52,805.7,969.93,554.18,678.07,760.65,468.17,677.94,910.17,684.93,957.15,626.37
593.27,815.22,695.76,279.03,888.08,714.29,424.96,454.05,251.25,927.99,830.51,315.68,606.4,536.87,187.33,916.97,337.79,673.05,564.28,375.13
830.17,625.76,316.96,787.24,526.04,801.85,942.85,308.13,965.83,750.2,735.45,439.55,281.23,862.87,839.01,303.79,97.62,180.13,551.87,281.12
757.89,454.38,671.83,318.62,909.11,274.12,520.81,834.07,499.96,753.61,0.04,252.31,752.0,223.76,148.87,315.4,226.18,114.17,334.43,748.28
557.18,264.06,284.17,607.1,981.86,869.54,596.53,984.5,984.44,99.13,828.81,781.1,671.92,570.45,46.68,167.83,482.22,263.07,542.35,344.71
958.29,984.56,365.27,990.94,916.26,858.8,183.63,474.8,674.1,499.14,982.88,193.04,161.23,8.45,351.84,463.66,232.76,339.14,419.74,229.91
231.83,803.34,799.83,686.47,170.07,504.13,309.83,531.07,654.87,47.43,315.91,289.19,51.86,911.05,464.9,302.11,351.3,194.22,919.51,880.12
540.73,192.8,162.57,359.4,699.73,939.11,248.16,406.44,382.97,243.72,45.1,292.62,445.93,701.97,893.7,353.96,139.31,59.78,349.58,35.66
268.21,192.43,788.19,558.53,525.14,226.56,471.82,324.33,679.99,126.06,884.46,714.27,542.59,621.48,135.52,804.36,687.89,167.55,535.04,792.5
512.17,401.71,709.9,366.18,529.14,664.98,11.82,878.89,138.88,492.36,191.38,846.45,786.15,818.62,282.79,368.27,864.48,41.5,996.3,1.14
63.95,52.35,822.62,493.5,421.4,983.02,253.83,867.86,630.07,895.07,746.48,696.99,182.03,268.11,535.85,269.91,323.83,205.42,44.56,901.66
302.63,375.21,112.76,715.29,971.22,914.71,784.77,607.54,603.59,250.11,617.58,405.69,824.6,92.39,660.91,68.16,215.97,806.63,126.15,854.04
992.02,210.81,532.5,864.88,344.73,632.44,908.6,89.61,425.29,690.57,298.68,933.02,921.23,139.78,567.78,915.08,352.08,484.52,434.75,718.07
512.19,82.79,339.96,313.34,130.63,832.64,860.31,787.15,130.04,28.41,199.87,136.66,604.96,803.34,604.58,723.73,832.04,929.04,564.09,880.88
707.67,247.64,826.06,966.06,906.71,887.91,911.27,263.38,447.86,556.3,308.0,505.79,936.23,216.49,825.92,482.11,111.14,474.06,856.5,455.29
522.55,625.27,714.44,71.63,968.96,24.31,27.33,188.1,510.56,724.03,401.57,758.35,202.03,106.74,660.36,16.43,343.67,912.03,145.3,797.19
857.44,571.55,771.71,874.81,840.18,331.79,386.89,181.96,296.84,305.81,480.58,176.36,276.01,49.3,279.74,441.93,804.65,767.6,560.46,403.07
982.74,332.0,579.42,473.64,500.39,280.11,57.42,43.06,348.48,606.83,644.84,660.45,588.27,742.66,374.83,302.16,173.49,785.28,26.37,411.64
889.44,82.12,507.7,363.23,233.25,945.41,500.02,664.72,380.82,529.08,404.28,438.94,988.09,560.54,480.13,677.58,728.67,520.52,603.92,680.04
61.33,236.39,792.45,536.9,334.95,418.52,79.75,471.47,854.05,416.07,653.81,526.07,474.41,587.5,678.82,513.33,516.44,748.48,906.76,693.99
833.52,195.1,421.89,248.02,174.85,717.96,604.16,406.45,870.63,374.66,234.13,522.91,480.32,341.64,583.13,320.55,981.82,629.76,514.19,637.32
358.11,114.85,368.76,522.4,744.92,562.56,673.15,619.39,129.19,291.83,525.11,19.86,506.09,722.73,899.16,625.91,947.14,611.1,343.18,335.63
742.37,574.93,987.04,650.81,871.88,222.81,563.56,955.87,183.92,377.16,228.35,619.3,844.25,173.97,518.16,789.78,692.34,453.91,178.6,399.78
617.89,482.56,774.27,412.2,14.72,297.08,353.68,288.03,864.59,315.69,520.69,854.23,314.02,893.87,158.92,419.06,740.62,948.12,472.68,443.95
686.84,827.22,892.69,963.34,323.01,846.72,758.1,873.5,509.37,514.63,734.06,344.14,832.25,599.29,950.52,214.78,244.4,529.93,288.02,565.99
725.27,962.95,706.72,408.74,137.65,925.36,817.33,744.28,827.63,816.76,125.89,148.33,550.07,500.75,89.32,620.66,890.21,548.7,601.09,257.36
55.45,787.77,957.08,836.06,558.29,798.3,899.88,740.44,492.88,362.39,414.65,653.56,777.54,948.58,998.11,54.02,690.12,89.69,381.25,662.61
641.95,877.87,568.27,172.26,833.4,792.11,915.68,387.25,477.71,31.06,789.35,993.26,299.19,470.63,127.64,130.62,585.91,183.49,620.0,620.37
706.08,671.34,745.04,413.2,763.92,110.49,503.77,886.17,275.5,749.51,270.29,383.09,274.62,215.55,871.52,479.67,651.27,776.96,468.23,137.7
111.59,270.44,875.23,396.95,191.45,791.31,474.45,983.26,901.99,277.34,5.34,174.06,467.33,113.94,699.4,405.77,54.63,566.01,93.86,15.65
814.25,702.5,642.69,417.57,389.03,226.66,290.81,491.15,830.3,921.23,95.95,48.61,195.33,531.57,115.72,515.88,13.41,282.7,713.15,780.35
770.43,846.06,177.4,763.33,293.21,967.32,200.14,727.21,640.11,351.61,911.61,459.31,639.7,444.95,584.85,810.54,7.81,105.42,823.38,799.94
312.49,49.49,58.83,19.26,229.68,864.76,426.08,973.0,349.46,789.84,869.55,145.7,49.04,190.6,88.89,206.46,68.09,298.88,508.96,520.23
683.87,360.17,249.45,842.59,344.33,231.19,914.5,153.79,515.73,148.18,904.29,51.4,735.91,8.24,809.91,681.46,224.91,172.63,367.79,683.22
33.65,991.21,571.6,803.26,456.15,772.93,121.31,839.98,976.09,659.33,400.33,298.46,30.72,247.24,283.14,10.81,737.75,567.37,834.81,225.32
525.85,327.5,605.76,685.01,596.25,212.7,382.82,482.05,955.12,103.37,555.57,46.81,455.03,554.77,603.32,762.69,34.84,962.73,339.67,299.48
453.6,2.89,44.04,90.67,582.91,66.14,82.8,995.36,575.33,56.18,519.07,715.92,142.25,270.68,396.71,902.86,56.77,779.15,893.2,455.56
95.25,74.26,510.83,718.56,362.61,763.66,237.92,425.02,225.62,621.57,470.02,305.56,996.52,778.21,488.98,782.84,125.1,136.83,285.54,716.37
816.62,2.09,816.27,431.43,153.87,982.89,140.62,971.48,569.93,902.93,706.99,302.15,892.3,241.88,65.57,783.49,768.77,331.81,332.3,867.37
517.13,824.44,79.96,71.09,156.75,34.56,973.4,275.13,564.79,940.29,317.23,639.33,680.95,791.83,499.37,676.09,590.93,302.22,16.9,355.62
779.63,434.38,591.56,978.56,250.95,975.35,210.13,100.91,708.5,8.4,657.61,395.37,838.31,193.26,35.54,9.89,597.1,978.23,933.61,106.77
11.67,749.56,288.55,772.01,213.87,21.94,761.63,378.66,486.24,941.55,96.38,720.48,563.15,233.03,115.88,643.99,471.19,439.19,374.0,618.44
863.4,853.76,13.68,589.85,835.45,726.13,491.86,79.8,473.76,16.41,680.98,407.78,66.08,723.18,824.31,734.51,888.92,27.64,350.25,301.37
876.52,702.31,12.35,699.87,266.57,746.97,967.57,127.63,631.85,104.41,261.44,542.91,503.91,928.11,199.53,540.72,166.04,659.46,12.49,840.81
561.76,881.32,335.05,991.17,501.91,695.96,527.45,450.68,380.03,16.83,193.6,180.11,653.69,712.89,586.49,825.91,199.76,542.67,87.04,303.44
668.32,765.35,449.7,536.84,751.41,372.65,712.6,165.26,349.36,216.36,563.39,937.86,463.26,292.23,377.13,771.52,321.42,44.55,439.13,344.83
902.84,184.96,840.1,434.57,493.03,513.87,793.06,126.47,140.12,536.12,894.37,396.27,330.19,668.18,807.79,571.26,249.47,185.12,415.81,851.58
932.05,921.93,415.55,785.79,954.03,828.52,820.14,595.38,77.02,681.14,266.17,281.76,934.91,136.94,878.7,464.49,700.97,484.15,413.6,522.02
631.02,809.44,154.16,935.42,986.08,238.09,266.35,550.44,300.65,972.56,426.01,823.45,995.63,967.93,252.16,922.55,306.7,673.25,276.6,314.41
931.88,677.78,938.59,665.2,980.38,831.75,880.58,672.39,704.91,177.38,466.56,351.31,954.18,6.46,137.97,252.35,917.95,945.88,492.85,596.25
268.93,384.77,695.67,575.84,682.38,178.38,705.99,168.91,209.23,74.17,48.23,617.89,464.69,153.18,100.9,256.92,359.55,624.98,991.98,365.07
966.08,312.02,372.2,253.45,333.76,456.66,102.33,513.72,352.65,366.73,719.71,336.24,786.06,352.6,904.93,246.78,565.58,6.56,63.42,905.45
887.36,265.63,826.92,544.92,847.72,266.5,647.96,97.54,105.71,398.81,774.15,91.17,598.16,62.87,256.41,651.07,545.11,426.15,981.98,270.3
482.55,158.4,640.91,4.84,622.52,595.83,574.1,782.46,184.66,403.82,588.18,858.79,463.6,233.3,754.47,87.39,198.93,649.59,199.63,636.69
135.75,880.24,118.44,723.82,722.46,882.18,294.27,922.17,153.86,422.67,928.17,866.89,481.35,104.01,303.53,758.39,942.78,250.88,343.81,260.21
634.6,241.19,888.27,678.56,505.87,267.69,520.06,872.65,468.59,574.27,930.11,927.74,276.46,372.68,309.75,760.29,364.72,969.19,888.98,28.51
570.18,413.47,957.13,381.8,740.08,387.55,647.63,511.47,703.4,276.84,917.24,146.91,120.81,195.56,654.46,16.5,414.84,914.18,13.62,12.28
809.25,289.05,876.69,295.34,673.98,438.83,228.64,227.03,727.96,705.7,555.28,293.07,651.54,308.94,448.7,691.36,825.68,597.57,510.1,573.22
415.2,421.34,149.04,829.84,498.01,971.97,440.53,166.85,398.24,802.17,720.1,300.22,100.62,192.18,470.96,240.96,796.05,593.52,187.54,289.41
767.84,206.9,941.57,644.19,504.21,808.97,701.55,138.77,680.47,800.95,525.21,876.46,782.83,836.98,459.5,30.81,101.6,144.34,504.31,212.61
201.75,289.58,759.98,276.13,297.2,607.57,309.48,141.14,225.76,896.92,562.41,672.55,402.88,603.47,374.82,727.97,92.57,914.35,708.57,608.72
874.33,310.12,588.84,662.87,632.28,21.0,638.82,83.04,744.7,618.66,787.17,963.59,103.28,135.06,966.93,20.65,334.27,54.5,931.21,263.0
378.84,619.37,274.46,951.57,631.93,431.24,760.35,31.88,309.05,712.96,501.87,479.27,327.68,546.88,916.63,288.87,994.06,665.38,789.12,316.97
61.27,683.87,294.04,153.07,752.45,686.07,119.9,804.31,502.06,418.4,507.76,742.3,529.59,272.6,522.74,94.78,840.89,964.41,663.43,394.31
809.78,623.35,971.57,323.29,424.15,639.32,929.26,420.56,609.14,930.01,414.01,107.71,150.42,602.48,805.88,568.88,909.09,405.76,187.15,108.41
141.1,364.7,693.51,641.24,520.84,555.82,10.66,241.88,501.36,734.22,979.61,561.53,419.28,961.35,913.49,438.13,800.86,7.93,254.21,248.55
939.91,716.99,400.85,713.86,810.59,261.61,745.04,482.52,84.89,946.56,112.4,681.25,545.81,729.97,945.7,38.01,673.23,995.53,916.56,398.63
433.09,560.69,624.02,85.36,459.65,264.43,132.56,192.77,920.27,285.61,645.12,72.49,654.76,198.37,410.05,370.38,711.29,698.55,329.28,19.51
919.93,359.42,208.24,891.3,834.27,479.49,573.54,892.56,770.53,777.18,823.05,209.15,681.39,151.93,980.9,847.89,423.18,864.54,784.26,23.7
993.71,991.44,396.05,141.1,303.65,780.56,929.65,823.43,320.22,939.92,547.73,423.16,947.18,890.53,390.85,562.38,998.12,111.3,729.36,62.26
203.48,680.01,19.41,992.41,788.25,992.99,438.12,341.42,527.7,184.32,661.93,54.32,951.01,947.04,15.09,875.3,673.43,648.44,323.97,251.37
844.98,247.41,866.99,708.37,100.56,308.34,211.79,429.6,524.92,739.4,12.0,920.55,850.77,395.99,852.61,370.23,200.32,705.67,840.33,344.72
860.98,36.16,110.19,843.07,883.28,523.65,470.05,798.47,824.65,865.46,911.28,285.95,139.55,30.02,566.29,560.73,253.64,974.22,687.07,12.17
524.91,901.41,523.65,207.41,907.08,788.19,586.88,695.65,525.94,315.32,424.9,323.6,466.57,752.9,394.22,144.63,223.18,481.09,381.7,360.54
126.95,722.74,491.63,86.19,842.25,210.33,259.56,283.85,762.12,149.92,242.29,757.18,364.0,462.96,826.58,465.87,557.31,408.6,674.01,966.51
702.59,458.37,987.37,591.06,709.4,30.29,355.43,418.56,904.23,627.16,564.88,453.08,59.89,604.74,479.39,770.83,657.85,998.85,940.02,873.26
35.1,682.71,990.13,145.39,250.43,589.03,365.82,630.77,407.17,25.81,260.09,284.29,101.42,673.02,465.86,362.68,569.84,457.58,295.14,453.2
829.39,813.82,251.1,164.88,709.31,755.35,113.06,502.65,554.56,5.22,16.32,157.62,686.58,759.72,117.04,506.75,502.96,441.86,245.13,667.22
656.27,658.48,650.58,173.0,858.14,578.17,668.88,283.42,265.46,351.96,3.79,136.37,392.71,131.58,814.26,411.28,236.5,799.44,926.96,886.25
228.16,781.96,439.56,115.12,50.82,885.11,524.42,296.32,613.26,96.95,535.98,451.48,507.49,569.99,101.15,655.54,570.0,423.44,124.21,787.82
463.15,458.14,668.97,919.01,836.26,116.61,541.45,716.98,532.85,720.41,612.25,540.15,790.92,984.12,391.82,913.56,342.16,530.13,631.04,838.51
106.22,48.83,965.52,712.88,594.34,457.4,156.49,729.96,855.12,213.51,100.09,55.45,870.51,946.48,807.05,960.59,872.06,427.03,800.37,794.1
599.84,953.19,594.75,730.79,879.04,696.88,395.81,442.61,758.76,659.48,314.29,874.89,541.61,972.05,963.5,154.51,449.59,874.78,656.58,529.21
366.94,244.21,838.43,285.17,489.57,873.07,388.36,809.59,738.9,671.91,17.83,170.51,496.27,675.13,795.6,580.9,109.02,564.28,896.86,848.35
348.24,419.75,149.23,256.12,144.72,602.95,479.14,827.72,832.75,829.63,263.09,662.25,518.79,87.87,332.41,914.17,146.55,772.82,987.33,166.4
790.93,636.21,460.79,304.49,573.97,526.23,674.8,139.24,916.37,49.09,387.81,280.83,22.5,726.97,655.65,916.4,244.54,572.52,875.35,508.9
92.79,48.89,306.07,27.5,461.75,35.64,839.34,184.21,211.33,101.73,230.94,925.16,198.94,394.35,100.42,19.89,156.51,931.16,151.19,829.25
511.58,304.43,505.69,959.78,715.69,792.99,446.5,588.86,715.34,710.38,14.42,405.3,394.05,676.72,764.81,2.47,465.86,709.68,829.84,446.77
898.68,289.83,376.63,375.64,98.96,875.15,676.07,671.81,759.36,254.37,739.37,182.02,826.7,115.03,720.48,650.7,172.38,462.31,64.33,905.65
936.16,891.29,26.79,356.67,908.49,516.66,516.88,554.16,853.25,24.78,270.67,63.6,195.91,103.14,731.18,920.53,263.08,3.55,92.22,911.11
118.9,348.91,804.87,998.1,830.76,827.78,378.68,859.49,58.26,356.08,777.78,70.4,352.13,572.97,376.89,946.47,709.12,854.71,422.06,402.53
22.92,959.29,319.98,965.2,538.72,193.13,156.27,783.37,152.94,7.72,614.68,545.88,9.1,620.03,175.81,977.3,978.64,701.69,44.28,565.43
208.17,58.6,205.13,850.2,228.03,912.11,496.33,959.84,290.66,281.16,281.96,175.68,589.68,856.99,923.98,257.71,136.61,709.26,922.27,682.06
599.51,854.55,198.41,444.2,297.64,683.8,926.7,194.99,643.8,81.94,276.87,535.54,958.83,302.33,464.29,940.91,275.45,839.04,845.5,906.62
958.46,412.1,928.17,287.34,603.14,800.61,162.99,893.47,343.48,327.16,484.55,213.88,490.57,125.72,710.14,534.67,151.82,595.43,560.09,586.9
935.25,798.17,742.66,919.49,549.39,604.86,334.39,205.69,84.46,857.32,297.25,828.72,833.48,436.8,908.02,443.17,579.13,584.88,40.24,293.13
537.5,746.05,29.17,505.68,723.36,286.54,654.21,394.12,582.84,80.87,763.49,903.5,932.98,629.22,998.94,851.69,683.59,398.31,762.03,797.62
975.04,344.87,56.88,326.02,195.95,576.4,824.51,467.37,581.43,402.22,700.48,355.07,349.16,646.94,985.69,531.84,885.98,606.64,959.97,869.29
22.66,755.2,660.41,403.76,882.74,677.97,889.67,304.02,52.46,383.0,836.14,177.71,170.02,170.13,872.25,568.2,739.72,641.74,692.94,770.29
153.57,907.54,586.18,775.78,501.98,394.29,992.14,309.89,504.28,863.08,798.36,993.01,474.42,105.32,659.36,493.68,997.35,437.46,691.48,41.21
224.11,211.09,220.38,582.11,299.7,901.53,81.09,18.04,950.86,125.12,916.1,758.93,523.82,672.39,678.29,461.43,6.9,426.89,688.06,780.63
763.43,727.38,962.87,161.49,408.4,666.63,721.7,282.54,305.35,644.64,160.18,881.9,526.21,850.01,164.77,581.74,107.36,843.03,182.64,934.41
572.69,305.84,758.86,439.48,378.64,349.81,962.67,304.29,761.03,966.6,134.95,271.45,131.54,613.84,833.18,553.16,653.01,165.44,83.04,920.86
850.79,733.93,731.83,900.23,547.73,324.37,217.39,432.35,285.7,111.39,484.47,63.91,9.46,61.37,529.6,6.53,929.71,982.48,285.6,178.35
496.85,606.26,486.07,508.29,398.47,90.86,771.85,304.44,333.42,837.46,292.44,61.81,841.24,64.23,585.48,820.88,391.52,729.22,6.14,259.95
155.47,247.55,891.5,531.09,675.49,97.22,678.11,824.59,808.78,342.98,22.28,938.37,174.83,626.43,614.98,772.7,345.73,416.6,301.89,130.99
781.05,168.54,974.51,368.93,709.52,730.8,461.39,608.73,446.39,802.72,72.44,524.62,940.87,89.84,152.12,953.11,958.51,836.91,932.1,12.23
157.75,462.76,239.95,482.36,563.06,580.72,717.86,127.46,877.53,117.74,852.33,270.18,715.07,376.8,276.12,368.78,852.87,677.25,211.92,785.9
3.57,108.2,712.07,204.56,814.75,322.16,378.67,356.07,681.68,310.15,397.4,351.34,474.45,289.27,663.24,215.84,168.53,128.86,386.99,210.89
168.3,328.49,580.78,758.23,797.62,724.29,97.97,850.41,556.17,895.5,477.64,177.38,519.99,31.68,17.45,459.64,290.07,698.39,481.01,339.9
304.8,982.35,520.13,208.46,494.03,819.1,907.89,565.24,945.31,760.31,858.55,803.48,405.86,576.74,213.19,399.76,658.08,73.03,342.53,343.44
924.84,937.15,685.79,27.79,284.38,375.37,107.27,327.7,986.27,485.1,127.36,675.68,749.54,211.62,273.29,749.44,697.64,638.3,537.8,406.48
680.19,15.85,259.4,325.23,546.98,877.87,824.88,90.12,564.87,243.53,150.39,977.15,981.42,401.84,912.91,349.66,718.6,217.21,592.75,998.69
522.38,915.16,344.18,116.16,645.62,541.02,468.59,232.71,159.53,576.07,181.26,502.99,591.43,423.55,112.43,946.57,191.03,417.55,57.94,751.93
614.96,313.9,242.14,378.09,988.43,781.69,301.54,717.49,604.15,465.22,693.14,963.74,397.74,999.42,792.89,264.31,145.13,858.54,15.48,131.46
654.04,771.52,820.91,941.36,899.6,339.35,709.92,810.72,855.87,164.82,233.1,289.36,788.94,769.4,667.41,208.27,508.35,169.3,790.13,797.13
37.73,711.84,751.29,18.49,296.69,605.44,647.52,304.94,793.44,240.05,235.79,575.25,935.16,959.92,689.87,354.1,763.92,717.5,874.41,84.96
133.61,977.53,368.93,740.33,287.6,66.82,449.27,297.68,965.12,442.95,854.69,483.99,849.46,895.2,91.17,802.32,938.26,183.97,685.53,856.37
683.49,69.57,692.78,925.08,938.75,417.38,850.69,281.0,998.19,788.36,70.98,616.86,846.83,979.42,335.33,578.49,34.48,896.19,82.73,144.29
445.42,363.57,424.1,638.99,721.56,258.27,124.55,478.34,347.7,956.41,801.76,35.71,95.79,254.9,773.51,26.84,989.96,417.79,919.45,625.84
999.42,613.86,640.4,871.38,120.58,587.86,66.31,986.0,192.29,289.89,662.16,876.21,975.75,404.97,93.41,416.95,664.68,261.78,634.84,874.6
575.28,780.56,532.4,714.68,442.1,943.33,377.33,355.09,850.46,928.76,549.48,232.23,471.34,526.75,288.2,408.23,50.58,148.1,563.47,547.42
649.99,495.59,986.13,682.88,820.48,42.59,366.26,510.61,405.3,677.0,156.21,987.79,736.98,520.62,759.89,546.21,567.28,319.56,892.06,504.97
34.84,627.43,432.62,152.93,892.13,562.42,70.12,197.28,869.86,386.52,911.19,584.81,98.28,697.32,275.43,339.67,534.05,110.82,374.55,254.75
277.9,862.96,276.01,497.25,193.81,440.96,319.37,332.99,857.38,966.21,866.87,423.43,197.58,189.8,813.22,14.58,723.79,390.71,668.58,137.7
738.99,112.87,459.03,326.58,105.4,835.39,136.13,462.32,661.84,891.53,26.79,117.86,449.37,218.14,944.65,414.48,313.22,721.03,362.87,871.56
746.53,975.99,394.19,695.6,389.49,777.88,781.82,838.98,606.88,766.34,923.13,572.92,156.8,141.6,339.79,69.4,261.62,183.05,932.33,769.59
250.8,828.81,718.26,17.26,510.08,242.35,634.38,982.75,196.68,292.84,988.09,352.36,572.28,828.84,118.85,1.77,849.32,503.84,966.37,239.18
72.87,839.71,147.38,209.64,51.23,611.15,500.56,294.89,648.13,19.1,30.33,913.66,924.19,295.49,318.41,668.03,756.31,509.94,143.0,603.09
964.52,811.88,987.94,282.74,779.38,238.82,643.84,319.59,923.99,142.81,739.2,782.91,899.25,998.61,356.68,429.6,848.27,489.61,618.38,987.65
491.34,499.35,688.36,917.09,267.91,952.23,811.74,378.47,740.31,308.77,637.69,97.01,671.42,913.16,558.19,790.86,80.96,677.27,896.68,119.13
645.32,437.02,275.32,994.49,751.86,762.44,720.3,271.15,209.04,435.65,821.38,268.36,146.07,771.52,350.77,750.43,462.85,187.49,173.08,383.08
78.06,770.77,401.49,876.4,7.63,234.51,622.84,856.94,970.12,611.79,0.26,529.96,956.08,433.86,126.12,26.02,822.73,867.64,986.25,209.76
424.38,257.01,163.92,559.06,188.49,811.16,727.8,847.72,101.99,380.66,295.86,288.94,801.55,903.47,803.75,872.66,54.63,207.77,460.07,349.54
718.22,438.14,957.98,981.54,973.69,273.55,26.22,484.45,391.91,160.35,837.17,816.93,296.35,808.05,11.25,291.02,536.72,273.31,304.28,504.0
80.99,592.29,542.74,344.73,201.31,714.52,62.09,768.05,323.63,891.8,287.72,347.67,591.05,557.09,869.78,232.87,378.21,614.78,374.13,539.9
922.75,351.36,391.55,790.03,102.65,323.38,504.57,711.52,842.74,76.6,196.16,294.76,780.13,263.63,108.3,381.98,376.16,69.74,61.08,210.6
492.99,197.12,380.25,258.51,943.29,413.88,0.6,252.33,29.77,792.15,325.68,468.46,269.67,771.38,836.08,791.02,135.48,83.92,23.25,75.27
123.17,939.66,661.91,751.05,527.59,473.88,935.68,363.91,569.34,264.77,169.65,90.54,259.17,96.19,678.58,149.49,269.5,878.16,880.48,99.44
