ATTR1,ATTR2,ATTR3,ATTR4
69.11,13.51,44.47,25.19
94.24,36.06,4.17,11.7
16.87,49.9,29.83,48.78
99.63,83.24,17.24,44.04
57.96,83.03,36.22,77.71
25.94,92.96,55.46,10.85
9.06,73.44,7.34,4.36
41.94,15.97,51.98,2.06
11.51,37.07,89.71,45.7
37.07,53.85,36.58,9.0
69.25,85.18,71.75,2.25
9.01,4.43,70.0,91.79
32.89,40.61,51.77,67.63
13.46,80.36,5.31,66.2
61.74,63.18,34.96,63.96
3.94,9.4,93.25,45.99
63.13,48.68,52.78,19.7
92.42,2.67,79.49,91.03
94.22,58.47,87.66,2.31
27.35,77.9,0.55,21.71
31.57,71.91,0.63,21.24
21.55,15.96,90.93,16.14
42.33,58.63,2.87,75.45
77.18,49.69,32.23,4.85
25.55,58.06,53.85,24.65
39.94,72.14,13.44,41.64
60.79,38.98,58.68,49.92
41.6,29.51,29.26,93.42
30.49,87.02,18.14,56.45
69.48,95.46,43.49,62.75
17.43,61.83,15.69,67.29
80.2,80.65,41.43,16.18
68.2,14.75,84.92,44.84
34.67,14.85,74.68,78.18
82.79,53.28,55.99,13.51
42.97,64.73,51.34,6.48
70.1,99.78,66.85,69.19
84.64,56.88,72.56,95.39
76.52,19.31,95.77,4.89
60.48,19.16,45.52,4.76
14.79,76.77,44.03,9.95
49.58,79.3,58.92,27.51
59.45,60.53,3.09,19.54
14.65,27.74,76.82,47.89
52.9,41.68,14.9,58.03
22.74,59.77,90.73,49.93
14.91,5.31,24.47,68.25
87.38,61.6,74.35,45.56
4.68,35.82,73.77,39.28
65.94,10.05,59.8,83.16
76.68,58.09,23.74,85.03
32.96,24.7,90.9,2.66
88.93,85.77,9.54,96.51
59.22,13.53,55.89,17.44
50.51,88.37,31.42,40.94
11.54,89.96,51.05,5.94
88.08,14.66,66.8,18.49
42.2,7.52,99.64,85.03
18.4,90.43,97.47,97.84
20.29,28.88,22.53,51.89
12.51,26.62,97.05,78.08
11.35,35.6,6.79,22.82
4.17,40.43,34.29,35.55
13.79,6.72,26.53,14.53
2.23,81.12,19.35,76.5
63.9,17.59,13.88,31.32
33.0,32.29,27.21,66.07
87.25,4.87,72.55,93.49
22.18,72.27,45.18,85.58
35.24,1.55,72.14,45.47
43.55,36.18,14.49,70.85
86.53,96.78,47.45,74.3
87.58,94.78,69.41,73.46
90.88,92.52,34.25,87.44
29.55,56.78,14.72,24.88
98.6,66.08,52.04,53.08
26.48,52.19,14.27,99.62
83.08,51.61,58.54,35.8
90.01,2.26,0.18,52.26
18.62,35.12,23.85,23.16
10.57,55.73,2.35,51.77
80.41,45.5,81.58,56.36
45.03,81.65,32.18,54.2
67.08,9.6,68.91,14.89
87.45,29.75,32.34,38.21
66.77,76.74,56.85,65.65
98.26,83.81,22.27,2.15
2.89,78.17,52.63,12.16
31.73,50.16,94.69,40.75
75.3,62.85,45.41,4.56
17.19,92.75,7.53,76.22
62.18,59.8,39.1,53.02
18.31,52.27,48.58,48.28
63.48,58.86,13.01,68.83
26.66,15.87,25.8,8.04
22.27,97.03,92.98,53.83
60.63,32.65,81.32,65.93
75.3,22.41,0.36,94.33
43.74,82.15,9.14,85.12
60.91,22.13,85.8,53.08
50.73,67.09,97.29,27.85
11.82,67.25,17.73,44.9
2.43,1.5,43.41,56.65
7.02,14.76,19.71,61.74
41.29,65.76,0.85,80.98
3.66,80.31,33.15,24.39
1.79,56.7,12.24,37.04
79.37,39.64,14.49,1.48
94.54,16.59,65.72,20.59
6.91,79.18,69.54,4.6
42.97,17.23,43.15,62.18
65.61,53.99,3.65,70.65
78.17,21.87,37.04,29.65
10.07,40.73,32.37,29.85
59.34,96.44,20.96,28.24
34.9,76.08,37.35,52.93
97.8,55.87,69.34,74.99
7.75,85.36,96.13,21.83
84.8,40.3,74.41,46.44
11.95,2.88,77.72,54.63
58.12,33.68,60.07,45.46
5.26,36.55,57.13,11.15
91.07,45.47,63.57,44.12
30.31,9.58,54.78,28.92
69.65,14.64,53.32,74.47
24.98,63.03,69.66,52.88
85.14,90.23,60.02,63.63
19.99,50.56,72.22,27.67
